id,name,family,muscle_primary,muscle_secondary,compound,equipment,unilateral,level_min,load_mode,rm_reference,rm_factor,seconds_per_rep,setup_s,objectives,rep_ranges,weight_box,weight_gym,weight_bodyweight,priority,movement_group,notes
cross_body_hammer_curl,Cross-Body Hammer Curl,dumbbell,biceps,avant_bras,false,dumbbell,true,debutant,rpe,,,3,15,hypertrophie|endurance,"{""hypertrophie"": [8, 12], ""endurance"": [15, 20]}",6,6,0,3,curl,
lying_cable_curl,Lying Cable Curl,cable,biceps,,false,cable|bench,false,inter,rpe,,,3,25,hypertrophie,"{""hypertrophie"": [8, 12]}",0,6,0,3,curl,
spider_curl,Spider Curl,barbell,biceps,,false,barbell|dumbbell|bench_incline,false,inter,rpe,,,3,20,hypertrophie,"{""hypertrophie"": [8, 12]}",6,6,0,3,curl,
rope_hammer_curl,Rope Hammer Curl,cable,biceps,avant_bras,false,cable,false,debutant,rpe,,,3,20,hypertrophie|endurance,"{""hypertrophie"": [8, 12], ""endurance"": [15, 20]}",0,6,0,3,curl,
machine_preacher_curl,Machine Preacher Curl,machine,biceps,,false,preacher_machine,false,debutant,rpe,,,3,20,hypertrophie|endurance,"{""hypertrophie"": [8, 12], ""endurance"": [15, 20]}",0,6,0,3,curl,
concentration_curl,Concentration Curl,dumbbell,biceps,,false,dumbbell|bench,true,debutant,rpe,,,3,15,hypertrophie,"{""hypertrophie"": [8, 12]}",6,6,0,3,curl,
reverse_curl,Reverse Curl,barbell,avant_bras,biceps,false,barbell|cable,false,debutant,rpe,,,3,15,hypertrophie|endurance,"{""hypertrophie"": [8, 12], ""endurance"": [15, 20]}",0,6,0,3,curl,
wrist_curl,Wrist Curl,barbell,avant_bras,,false,barbell|dumbbell|bench,false,debutant,rpe,,,2,15,hypertrophie|endurance,"{""hypertrophie"": [8, 12], ""endurance"": [15, 20]}",6,6,0,3,carry,
wrist_extension,Wrist Extension,barbell,avant_bras,,false,barbell|dumbbell|bench,false,debutant,rpe,,,2,15,hypertrophie|endurance,"{""hypertrophie"": [8, 12], ""endurance"": [15, 20]}",6,6,0,3,carry,
wrist_roller,Wrist Roller,other,avant_bras,,false,wrist_roller,false,debutant,rpe,,,1,20,endurance,"{""endurance"": [15, 20]}",0,6,0,3,carry,unité secondes
abmat_crunch,AbMat Crunch,bodyweight,tronc,,false,abmat,false,debutant,bodyweight,,,2,5,endurance,"{""endurance"": [15, 20]}",0,6,6,3,core_flex,
floor_crunch,Crunch,bodyweight,tronc,,false,,false,debutant,bodyweight,,,2,5,endurance,"{""endurance"": [15, 20]}",6,6,6,3,core_flex,
reverse_crunch,Reverse Crunch,bodyweight,tronc,hip_flexors,false,,false,debutant,bodyweight,,,2,5,hypertrophie|endurance,"{""hypertrophie"": [8, 12], ""endurance"": [15, 20]}",6,6,6,3,core_flex,
hanging_knee_raise_m,Hanging Knee Raises,bodyweight,tronc,hip_flexors,false,rig,false,debutant,bodyweight,,,2,10,endurance,"{""endurance"": [15, 20]}",6,6,0,3,core_flex,même mouvement que le catalogue metcon
machine_crunch,Machine Crunch,machine,tronc,,false,ab_machine,false,debutant,rpe,,,2,20,hypertrophie|endurance,"{""hypertrophie"": [8, 12], ""endurance"": [15, 20]}",0,6,0,3,core_flex,
swiss_ball_crunch,Swiss Ball Crunch,bodyweight,tronc,,false,swiss_ball,false,debutant,bodyweight,,,2,10,hypertrophie|endurance,"{""hypertrophie"": [8, 12], ""endurance"": [15, 20]}",0,6,0,3,core_flex,
oblique_crunch,Oblique Crunch,bodyweight,obliques,,false,,true,debutant,bodyweight,,,2,5,endurance,"{""endurance"": [15, 20]}",6,6,6,3,core_flex,
hanging_oblique_raise,Hanging Oblique Knee Raise,bodyweight,obliques,hip_flexors,false,rig,true,inter,bodyweight,,,2,10,endurance,"{""endurance"": [15, 20]}",6,6,0,3,core_flex,
rotation_machine,Torso Rotation Machine,machine,obliques,,false,rotation_machine,true,debutant,rpe,,,2,20,endurance,"{""endurance"": [15, 20]}",0,6,0,3,core_flex,
vacuum,Stomach Vacuum,bodyweight,tronc,,false,,false,debutant,bodyweight,,,1,5,endurance,"{""endurance"": [15, 20]}",6,6,6,3,core_anti,unité secondes
crunch_with_rotation,Crunch With Rotation,bodyweight,obliques,,false,,false,debutant,bodyweight,,,2,5,endurance,"{""endurance"": [15, 20]}",6,6,6,3,core_flex,
dragon_flag,Dragon Flag,bodyweight,tronc,,false,bench,false,avance,bodyweight,,,5,15,hypertrophie,"{""hypertrophie"": [8, 12]}",6,6,0,3,core_flex,
db_side_bend,DB Side Bend,dumbbell,obliques,,false,dumbbell,true,debutant,rpe,,,2,10,endurance,"{""endurance"": [15, 20]}",6,6,0,3,core_flex,
standing_rotation,Standing Broomstick Rotation,bodyweight,obliques,,false,pvc,false,debutant,bodyweight,,,1,5,endurance,"{""endurance"": [15, 20]}",0,6,6,3,core_flex,
oblique_bench_raise,Oblique Raise On Roman Chair,bodyweight,obliques,lombaires,false,ghd,true,inter,bodyweight,,,3,15,endurance,"{""endurance"": [15, 20]}",6,6,0,3,core_flex,
bodyweight_squat,Air Squats,bodyweight,quadriceps,fessiers,true,,false,debutant,bodyweight,,,2,5,endurance,"{""endurance"": [15, 20]}",8,8,6,5,squat,même mouvement que le catalogue metcon
bodyweight_lunge,Walking Lunges,bodyweight,quadriceps,fessiers,true,,true,debutant,bodyweight,,,2,5,endurance,"{""endurance"": [15, 20]}",8,8,6,5,lunge,même mouvement que le catalogue metcon
wall_sit,Wall Sit,bodyweight,quadriceps,,false,wall,false,debutant,bodyweight,,,1,5,endurance,"{""endurance"": [15, 20]}",0,6,6,3,squat,unité secondes
single_leg_glute_bridge,Single-Leg Glute Bridge,bodyweight,fessiers,ischios,false,,true,debutant,bodyweight,,,3,5,hypertrophie|endurance,"{""hypertrophie"": [8, 12], ""endurance"": [15, 20]}",6,6,6,3,hip_ext,
bodyweight_single_leg_rdl,Single-Leg RDL (bodyweight),bodyweight,ischios,fessiers|tronc,true,,true,inter,bodyweight,,,4,5,endurance,"{""endurance"": [15, 20]}",8,8,6,5,hinge,
bodyweight_calf_raise,Calf Raise (bodyweight),bodyweight,mollets,,false,,false,debutant,bodyweight,,,2,5,endurance,"{""endurance"": [15, 20]}",6,6,6,3,raise,
superman,Superman Hold,bodyweight,lombaires,fessiers,false,,false,debutant,bodyweight,,,1,5,endurance,"{""endurance"": [15, 20]}",6,6,6,3,core_anti,unité secondes
pistol_m,Pistols,bodyweight,quadriceps,fessiers,true,,true,avance,bodyweight,,,3,5,hypertrophie,"{""hypertrophie"": [8, 12]}",8,8,6,5,squat,même mouvement que le catalogue metcon
hollow_hold,Hollow Hold,bodyweight,tronc,,false,,false,debutant,bodyweight,,,1,5,endurance,"{""endurance"": [15, 20]}",6,6,6,3,core_anti,unité secondes
mountain_climber,Mountain Climbers,bodyweight,tronc,hip_flexors,false,,false,debutant,bodyweight,,,1,5,endurance,"{""endurance"": [15, 20]}",6,6,6,3,core_flex,
cable_pull_through,Cable Pull-Through,cable,fessiers,ischios,false,cable,false,debutant,rpe,,,3,20,hypertrophie|endurance,"{""hypertrophie"": [8, 12], ""endurance"": [15, 20]}",0,6,0,3,hip_ext,
hip_abduction_machine,Hip Abduction Machine,machine,fessiers,,false,abduction_machine,false,debutant,rpe,,,2,20,hypertrophie|endurance,"{""hypertrophie"": [8, 12], ""endurance"": [15, 20]}",0,6,0,3,hip_ext,
cable_hip_abduction,Cable Hip Abduction,cable,fessiers,,false,cable,true,debutant,rpe,,,2,20,hypertrophie|endurance,"{""hypertrophie"": [8, 12], ""endurance"": [15, 20]}",0,6,0,3,hip_ext,
banded_hip_abduction,Banded Hip Abduction,bodyweight,fessiers,,false,band,false,debutant,bodyweight,,,2,5,endurance,"{""endurance"": [15, 20]}",6,6,6,3,hip_ext,
glute_kickback,Glute Kickback (câble),cable,fessiers,,false,cable,true,debutant,rpe,,,2,20,hypertrophie|endurance,"{""hypertrophie"": [8, 12], ""endurance"": [15, 20]}",0,6,0,3,hip_ext,
db_sumo_squat,DB Sumo Squat,dumbbell,fessiers,quadriceps|adducteurs,true,dumbbell|kettlebell,false,debutant,rpe,,,3,15,hypertrophie|endurance,"{""hypertrophie"": [8, 12], ""endurance"": [15, 20]}",8,8,0,5,squat,
frog_pump,Frog Pump,bodyweight,fessiers,,false,,false,debutant,bodyweight,,,1,5,endurance,"{""endurance"": [15, 20]}",6,6,6,3,hip_ext,
db_hip_thrust,DB Hip Thrust,dumbbell,fessiers,ischios,true,dumbbell|bench,false,debutant,rpe,,,3,20,hypertrophie|endurance,"{""hypertrophie"": [8, 12], ""endurance"": [15, 20]}",8,8,0,3,hip_ext,
single_leg_hip_thrust,Single-Leg Hip Thrust,bodyweight,fessiers,ischios,true,bench,true,inter,bodyweight,,,3,15,hypertrophie|endurance,"{""hypertrophie"": [8, 12], ""endurance"": [15, 20]}",8,8,0,5,hip_ext,
reverse_lunge,DB Reverse Lunge,dumbbell,fessiers,quadriceps,true,dumbbell,true,debutant,rpe,,,2,15,hypertrophie|endurance,"{""hypertrophie"": [8, 12], ""endurance"": [15, 20]}",8,8,0,5,lunge,
step_up_high,High Box Step-Up,dumbbell,fessiers,quadriceps,true,box|dumbbell,true,inter,rpe,,,3,20,hypertrophie,"{""hypertrophie"": [8, 12]}",8,8,0,5,lunge,
hip_thrust_machine,Hip Thrust Machine,machine,fessiers,ischios,true,hip_thrust_machine,false,debutant,rpe,,,3,30,hypertrophie|force|endurance,"{""hypertrophie"": [8, 12], ""force"": [3, 5], ""endurance"": [15, 20]}",0,8,0,2,hip_ext,
incline_push_up,Incline Push-Ups,bodyweight,pecs,triceps|epaules_ant,true,,false,debutant,bodyweight,,,2,10,hypertrophie|endurance,"{""hypertrophie"": [8, 12], ""endurance"": [15, 20]}",6,4,8,5,press_h,mains sur box / banc / marche ; variante facile sans matériel
wall_push_up,Wall Push-Ups,bodyweight,pecs,triceps,true,wall,false,debutant,bodyweight,,,2,5,endurance,"{""endurance"": [15, 20]}",2,2,6,5,press_h,variante facile sans matériel
bird_dog,Bird Dog,bodyweight,tronc,lombaires|fessiers,false,,false,debutant,bodyweight,,,3,5,endurance,"{""endurance"": [10, 16]}",6,6,6,3,core_anti,reps alternées ; variante facile sans matériel
bodyweight_reverse_lunge,Reverse Lunge,bodyweight,fessiers,quadriceps,true,,false,debutant,bodyweight,,,2,10,hypertrophie|endurance,"{""hypertrophie"": [10, 16], ""endurance"": [16, 24]}",6,6,8,5,lunge,sans charge ; reps alternées ; variante facile sans matériel
squat_hold,Squat Hold,bodyweight,quadriceps,fessiers,false,,false,debutant,bodyweight,,,1,5,endurance,"{""endurance"": [15, 20]}",6,6,6,3,squat,unité secondes ; variante facile sans matériel
banded_pull_up_m,Banded Pull-Ups,bodyweight,dos,biceps,true,rig|band,false,debutant,bodyweight,,,3,15,hypertrophie|endurance,"{""hypertrophie"": [8, 12], ""endurance"": [12, 15]}",6,4,0,2,pull_v,= Banded Pull-Ups du catalogue metcon ; tirage vertical débutant et Tonification
