id,name,family,pattern,modality,grip,shoulder_load,unit_default,units_allowed,load_unit,weight_functional,weight_hybrid,equipment,cadence_rx_s_per_unit,cadence_m_rx_s_per_unit,cadence_by_category,loads,rep_ranges,substitutions,variant_up,badge_key,active,version,notes
sandbag_lunge,Sandbag Lunges,sandbag,lunge,W,low,high,m,m,kg,3,9,sandbag,0.9,,"{""scaled"": 1.17, ""inter"": 1.03, ""rx"": 0.9, ""rxplus"": 0.83, ""elite"": 0.77, ""pro"": 0.72}","{""scaled"": {""light"": [15, 10], ""medium"": [20, 15], ""heavy"": [30, 20]}, ""inter"": {""light"": [20, 15], ""medium"": [30, 20], ""heavy"": [40, 30]}, ""rx"": {""light"": [30, 20], ""medium"": [40, 30], ""heavy"": [50, 35]}, ""rxplus"": {""light"": [40, 30], ""medium"": [50, 35], ""heavy"": [70, 50]}, ""elite"": {""light"": [50, 35], ""medium"": [60, 45], ""heavy"": [80, 60]}, ""pro"": {""light"": [50, 35], ""medium"": [70, 50], ""heavy"": [100, 70]}}","{""amrap"": [20, 50], ""for_time"": [25, 100], ""emom"": [15, 25], ""interval"": [20, 40]}",,,,true,1,Hyrox 100 m race
sandbag_carry,Sandbag Carry,carry,carry,W,low,high,m,m,kg,3,8,sandbag,0.6,,"{""scaled"": 0.78, ""inter"": 0.69, ""rx"": 0.6, ""rxplus"": 0.55, ""elite"": 0.51, ""pro"": 0.48}","{""scaled"": {""light"": [15, 10], ""medium"": [20, 15], ""heavy"": [30, 20]}, ""inter"": {""light"": [20, 15], ""medium"": [30, 20], ""heavy"": [40, 30]}, ""rx"": {""light"": [30, 20], ""medium"": [40, 30], ""heavy"": [50, 35]}, ""rxplus"": {""light"": [40, 30], ""medium"": [50, 35], ""heavy"": [70, 50]}, ""elite"": {""light"": [50, 35], ""medium"": [60, 45], ""heavy"": [80, 60]}, ""pro"": {""light"": [50, 35], ""medium"": [70, 50], ""heavy"": [100, 70]}}","{""amrap"": [50, 200], ""for_time"": [50, 200], ""emom"": [40, 60], ""interval"": [50, 100]}",,,,true,1,
sandbag_clean,Sandbag Cleans,sandbag,hinge,W,high,low,reps,reps,kg,4,6,sandbag,4.0,,"{""scaled"": 5.2, ""inter"": 4.6, ""rx"": 4.0, ""rxplus"": 3.68, ""elite"": 3.4, ""pro"": 3.2}","{""scaled"": {""light"": [15, 10], ""medium"": [20, 15], ""heavy"": [30, 20]}, ""inter"": {""light"": [20, 15], ""medium"": [30, 20], ""heavy"": [40, 30]}, ""rx"": {""light"": [30, 20], ""medium"": [40, 30], ""heavy"": [50, 35]}, ""rxplus"": {""light"": [40, 30], ""medium"": [50, 35], ""heavy"": [70, 50]}, ""elite"": {""light"": [50, 35], ""medium"": [60, 45], ""heavy"": [80, 60]}, ""pro"": {""light"": [50, 35], ""medium"": [70, 50], ""heavy"": [100, 70]}}","{""amrap"": [5, 12], ""for_time"": [6, 15], ""emom"": [3, 6], ""interval"": [4, 8]}",,,,true,1,
sandbag_over_shoulder,Sandbag Over Shoulder,sandbag,hinge,W,high,low,reps,reps,kg,3,5,sandbag,4.5,,"{""scaled"": 5.85, ""inter"": 5.17, ""rx"": 4.5, ""rxplus"": 4.14, ""elite"": 3.82, ""pro"": 3.6}","{""scaled"": {""light"": [20, 15], ""medium"": [30, 20], ""heavy"": [30, 20]}, ""inter"": {""light"": [30, 20], ""medium"": [40, 30], ""heavy"": [40, 30]}, ""rx"": {""light"": [40, 30], ""medium"": [50, 35], ""heavy"": [50, 35]}, ""rxplus"": {""light"": [50, 35], ""medium"": [70, 50], ""heavy"": [70, 50]}, ""elite"": {""light"": [60, 45], ""medium"": [80, 60], ""heavy"": [80, 60]}, ""pro"": {""light"": [70, 50], ""medium"": [100, 70], ""heavy"": [100, 70]}}","{""amrap"": [5, 10], ""for_time"": [6, 15], ""emom"": [3, 6], ""interval"": [4, 8]}",,,,true,1,
sled_push,Sled Push,sled,squat|push_h,W,none,low,m,m,kg,4,10,sled,1.2,,"{""scaled"": 1.56, ""inter"": 1.38, ""rx"": 1.2, ""rxplus"": 1.1, ""elite"": 1.02, ""pro"": 0.96}","{""scaled"": {""light"": [50, 35], ""medium"": [75, 50], ""heavy"": [100, 75]}, ""inter"": {""light"": [75, 50], ""medium"": [100, 75], ""heavy"": [125, 100]}, ""rx"": {""light"": [100, 75], ""medium"": [125, 100], ""heavy"": [150, 125]}, ""rxplus"": {""light"": [125, 100], ""medium"": [150, 125], ""heavy"": [175, 150]}, ""elite"": {""light"": [150, 125], ""medium"": [175, 150], ""heavy"": [200, 175]}, ""pro"": {""light"": [150, 125], ""medium"": [200, 150], ""heavy"": [250, 200]}}","{""amrap"": [20, 50], ""for_time"": [25, 100], ""emom"": [15, 25], ""interval"": [20, 40]}",,,,true,1,charge sled incluse ; Hyrox 50 m race
sled_pull,Sled Pull,sled,pull_h|hinge,W,high,low,m,m,kg,3,10,sled|rope,1.4,,"{""scaled"": 1.82, ""inter"": 1.61, ""rx"": 1.4, ""rxplus"": 1.29, ""elite"": 1.19, ""pro"": 1.12}","{""scaled"": {""light"": [40, 30], ""medium"": [50, 40], ""heavy"": [75, 50]}, ""inter"": {""light"": [50, 40], ""medium"": [75, 50], ""heavy"": [100, 75]}, ""rx"": {""light"": [75, 50], ""medium"": [100, 75], ""heavy"": [125, 100]}, ""rxplus"": {""light"": [100, 75], ""medium"": [125, 100], ""heavy"": [150, 125]}, ""elite"": {""light"": [100, 75], ""medium"": [150, 125], ""heavy"": [175, 150]}, ""pro"": {""light"": [125, 100], ""medium"": [150, 125], ""heavy"": [200, 150]}}","{""amrap"": [20, 50], ""for_time"": [25, 100], ""emom"": [15, 25], ""interval"": [20, 40]}",,,,true,1,Hyrox 50 m race
row,Row,erg,mono|pull_h,M,low,none,cal,cal|m,,9,9,rower,3.6,0.2,"{""scaled"": 4.68, ""inter"": 4.14, ""rx"": 3.6, ""rxplus"": 3.31, ""elite"": 3.06, ""pro"": 2.88}",,"{""cal"": {""amrap"": [10, 25], ""for_time"": [12, 50], ""emom"": [8, 15], ""interval"": [10, 20]}, ""m"": {""amrap"": [200, 500], ""for_time"": [250, 1000], ""emom"": [150, 250], ""interval"": [200, 500]}}",,,,true,1,cal ; 1 cal ≈ 18 m ; Hyrox 1000 m race
bike_erg,Bike Erg,erg,mono,M,none,none,cal,cal|m,,8,7,bike_erg,3.3,0.09,"{""scaled"": 4.29, ""inter"": 3.79, ""rx"": 3.3, ""rxplus"": 3.04, ""elite"": 2.8, ""pro"": 2.64}",,"{""cal"": {""amrap"": [12, 30], ""for_time"": [15, 60], ""emom"": [10, 18], ""interval"": [12, 25]}, ""m"": {""amrap"": [500, 1500], ""for_time"": [500, 2000], ""emom"": [300, 600], ""interval"": [500, 1000]}}",,,,true,1,
echo_bike,Echo Bike,erg,mono,M,none,low,cal,cal,,8,6,echo_bike,3.5,,"{""scaled"": 4.55, ""inter"": 4.02, ""rx"": 3.5, ""rxplus"": 3.22, ""elite"": 2.98, ""pro"": 2.8}",,"{""amrap"": [10, 25], ""for_time"": [12, 50], ""emom"": [8, 14], ""interval"": [10, 20]}",,,,true,1,"cal F ≈ 0.8 × cal H, à gérer dans le rendu"
ski_erg,SkiErg,erg,mono|pull_v|core,M,low,high,cal,cal|m,,7,9,ski_erg,3.8,0.21,"{""scaled"": 4.94, ""inter"": 4.37, ""rx"": 3.8, ""rxplus"": 3.5, ""elite"": 3.23, ""pro"": 3.04}",,"{""cal"": {""amrap"": [10, 25], ""for_time"": [12, 50], ""emom"": [8, 14], ""interval"": [10, 20]}, ""m"": {""amrap"": [200, 500], ""for_time"": [250, 1000], ""emom"": [150, 250], ""interval"": [200, 500]}}",,,,true,1,Hyrox 1000 m race
run,Run,run,mono,M,none,none,m,m,,7,10,,0.27,,"{""scaled"": 0.35, ""inter"": 0.31, ""rx"": 0.27, ""rxplus"": 0.25, ""elite"": 0.23, ""pro"": 0.22}",,"{""amrap"": [200, 600], ""for_time"": [200, 1600], ""emom"": [100, 200], ""interval"": [200, 800]}",,,,true,1,0.27 s/m = 4'30/km RX
shuttle_run,Shuttle Run,run,mono,M,none,none,m,m,,6,8,,0.32,,"{""scaled"": 0.42, ""inter"": 0.37, ""rx"": 0.32, ""rxplus"": 0.29, ""elite"": 0.27, ""pro"": 0.26}",,"{""amrap"": [50, 200], ""for_time"": [50, 300], ""emom"": [40, 80], ""interval"": [50, 150]}",,,,true,1,aller-retour 10 ou 25 m
pull_up,Pull-Ups,gym,pull_v,G,high,low,reps,reps,,8,3,rig,1.8,,"{""scaled"": 2.34, ""inter"": 2.07, ""rx"": 1.8, ""rxplus"": 1.66, ""elite"": 1.53, ""pro"": 1.44}",,"{""amrap"": [8, 15], ""for_time"": [9, 21], ""emom"": [5, 10], ""interval"": [6, 12]}","{""scaled"": ""ring_row"", ""inter"": ""pull_up_banded""}",chest_to_bar,,true,1,
chest_to_bar,Chest To Bar,gym,pull_v,G,high,low,reps,reps,,7,1,rig,2.2,,"{""scaled"": 2.86, ""inter"": 2.53, ""rx"": 2.2, ""rxplus"": 2.02, ""elite"": 1.87, ""pro"": 1.76}",,"{""amrap"": [6, 12], ""for_time"": [9, 21], ""emom"": [4, 8], ""interval"": [5, 10]}","{""scaled"": ""ring_row"", ""inter"": ""pull_up""}",bar_muscle_up,,true,1,
toes_to_bar,Toes To Bar,gym,core|pull_v,G,high,low,reps,reps,,8,2,rig,2.0,,"{""scaled"": 2.6, ""inter"": 2.3, ""rx"": 2.0, ""rxplus"": 1.84, ""elite"": 1.7, ""pro"": 1.6}",,"{""amrap"": [8, 15], ""for_time"": [10, 30], ""emom"": [5, 10], ""interval"": [6, 12]}","{""scaled"": ""hanging_knee_raise"", ""inter"": ""toes_to_bar""}",,,true,1,
bar_muscle_up,Bar Muscle-Ups,gym,pull_v|push_v,G,high,high,reps,reps,,4,0,rig,4.0,,"{""scaled"": 5.2, ""inter"": 4.6, ""rx"": 4.0, ""rxplus"": 3.68, ""elite"": 3.4, ""pro"": 3.2}",,"{""amrap"": [3, 8], ""for_time"": [3, 10], ""emom"": [2, 5], ""interval"": [3, 6]}","{""scaled"": ""pull_up_banded"", ""inter"": ""chest_to_bar"", ""rx"": ""chest_to_bar""}",,,true,1,
ring_muscle_up,Ring Muscle-Ups,gym,pull_v|push_v,G,high,high,reps,reps,,3,0,rings,5.0,,"{""scaled"": 6.5, ""inter"": 5.75, ""rx"": 5.0, ""rxplus"": 4.6, ""elite"": 4.25, ""pro"": 4.0}",,"{""amrap"": [3, 6], ""for_time"": [3, 9], ""emom"": [2, 4], ""interval"": [3, 5]}","{""scaled"": ""ring_row"", ""inter"": ""chest_to_bar"", ""rx"": ""bar_muscle_up""}",,,true,1,
handstand_push_up,Handstand Push-Ups,gym,push_v,G,none,high,reps,reps,,7,1,wall,3.0,,"{""scaled"": 3.9, ""inter"": 3.45, ""rx"": 3.0, ""rxplus"": 2.76, ""elite"": 2.55, ""pro"": 2.4}",,"{""amrap"": [6, 12], ""for_time"": [9, 21], ""emom"": [4, 8], ""interval"": [5, 10]}","{""scaled"": ""push_up"", ""inter"": ""pike_push_up""}",strict_handstand_push_up,,true,1,
strict_handstand_push_up,Strict Handstand Push-Ups,gym,push_v,G,none,high,reps,reps,,4,0,wall,4.0,,"{""scaled"": 5.2, ""inter"": 4.6, ""rx"": 4.0, ""rxplus"": 3.68, ""elite"": 3.4, ""pro"": 3.2}",,"{""amrap"": [3, 8], ""for_time"": [5, 12], ""emom"": [2, 5], ""interval"": [3, 6]}","{""scaled"": ""push_up"", ""inter"": ""pike_push_up"", ""rx"": ""handstand_push_up""}",,,true,1,
wall_walk,Wall Walks,gym,push_v|core,G,none,high,reps,reps,,5,1,wall,15.0,,"{""scaled"": 19.5, ""inter"": 17.25, ""rx"": 15.0, ""rxplus"": 13.8, ""elite"": 12.75, ""pro"": 12.0}",,"{""amrap"": [2, 5], ""for_time"": [3, 8], ""emom"": [1, 3], ""interval"": [2, 4]}","{""scaled"": ""inchworm"", ""inter"": ""half_wall_walk""}",,,true,1,
handstand_walk,Handstand Walk,gym,push_v|core,G,none,high,m,m,,4,0,floor,2.0,,"{""scaled"": 2.6, ""inter"": 2.3, ""rx"": 2.0, ""rxplus"": 1.84, ""elite"": 1.7, ""pro"": 1.6}",,"{""amrap"": [10, 25], ""for_time"": [10, 50], ""emom"": [5, 15], ""interval"": [10, 20]}","{""scaled"": ""bear_crawl"", ""inter"": ""handstand_shoulder_tap""}",,,true,1,
ring_dip,Ring Dips,gym,push_v,G,low,high,reps,reps,,5,0,rings,2.2,,"{""scaled"": 2.86, ""inter"": 2.53, ""rx"": 2.2, ""rxplus"": 2.02, ""elite"": 1.87, ""pro"": 1.76}",,"{""amrap"": [6, 12], ""for_time"": [9, 21], ""emom"": [4, 8], ""interval"": [5, 10]}","{""scaled"": ""box_dip"", ""inter"": ""ring_dip_banded""}",,,true,1,
ring_row,Ring Rows,gym,pull_h,G,low,none,reps,reps,,3,4,rings,2.0,,"{""scaled"": 2.6, ""inter"": 2.3, ""rx"": 2.0, ""rxplus"": 1.84, ""elite"": 1.7, ""pro"": 1.6}",,"{""amrap"": [8, 15], ""for_time"": [10, 25], ""emom"": [6, 12], ""interval"": [8, 15]}",,,,true,1,
push_up,Push-Ups,bodyweight,push_h,G,none,high,reps,reps,,6,5,,1.8,,"{""scaled"": 2.34, ""inter"": 2.07, ""rx"": 1.8, ""rxplus"": 1.66, ""elite"": 1.53, ""pro"": 1.44}",,"{""amrap"": [10, 20], ""for_time"": [10, 30], ""emom"": [6, 12], ""interval"": [8, 16]}","{""scaled"": ""knee_push_up""}",,,true,1,
pistol,Pistols,bodyweight,squat,G,none,none,reps,reps,,4,1,,3.0,,"{""scaled"": 3.9, ""inter"": 3.45, ""rx"": 3.0, ""rxplus"": 2.76, ""elite"": 2.55, ""pro"": 2.4}",,"{""amrap"": [6, 12], ""for_time"": [8, 20], ""emom"": [4, 8], ""interval"": [5, 10]}","{""scaled"": ""box_pistol"", ""inter"": ""pistol_to_box""}",,,true,1,"alterné, reps au total"
rope_climb,Rope Climbs,gym,pull_v,G,high,low,reps,reps,,4,0,rope,15.0,,"{""scaled"": 19.5, ""inter"": 17.25, ""rx"": 15.0, ""rxplus"": 13.8, ""elite"": 12.75, ""pro"": 12.0}",,"{""amrap"": [1, 4], ""for_time"": [2, 6], ""emom"": [1, 2], ""interval"": [1, 3]}","{""scaled"": ""rope_pull_from_floor"", ""inter"": ""rope_climb""}",legless_rope_climb,,true,1,
ghd_sit_up,GHD Sit-Ups,gym,core,G,none,none,reps,reps,,5,2,ghd,2.2,,"{""scaled"": 2.86, ""inter"": 2.53, ""rx"": 2.2, ""rxplus"": 2.02, ""elite"": 1.87, ""pro"": 1.76}",,"{""amrap"": [10, 20], ""for_time"": [10, 30], ""emom"": [6, 12], ""interval"": [8, 15]}","{""scaled"": ""sit_up"", ""inter"": ""sit_up""}",,,true,1,
sit_up,Sit-Ups,bodyweight,core,G,none,none,reps,reps,,5,5,,1.6,,"{""scaled"": 2.08, ""inter"": 1.84, ""rx"": 1.6, ""rxplus"": 1.47, ""elite"": 1.36, ""pro"": 1.28}",,"{""amrap"": [15, 30], ""for_time"": [15, 50], ""emom"": [10, 20], ""interval"": [12, 25]}",,,,true,1,
hollow_rock,Hollow Rocks,bodyweight,core,G,none,none,reps,reps,,4,5,,1.2,,"{""scaled"": 1.56, ""inter"": 1.38, ""rx"": 1.2, ""rxplus"": 1.1, ""elite"": 1.02, ""pro"": 0.96}",,"{""amrap"": [15, 30], ""for_time"": [20, 50], ""emom"": [10, 20], ""interval"": [15, 25]}",,,,true,1,
plank_hold,Plank Hold,bodyweight,core,G,none,low,s,s,,3,5,,1.0,,"{""scaled"": 1.3, ""inter"": 1.15, ""rx"": 1.0, ""rxplus"": 0.92, ""elite"": 0.85, ""pro"": 0.8}",,"{""amrap"": [30, 60], ""for_time"": [30, 60], ""emom"": [30, 45], ""interval"": [30, 60]}",,,,true,1,
burpee,Burpees,bodyweight,core|mono,M,none,low,reps,reps,,9,7,,4.0,,"{""scaled"": 5.2, ""inter"": 4.6, ""rx"": 4.0, ""rxplus"": 3.68, ""elite"": 3.4, ""pro"": 3.2}",,"{""amrap"": [8, 15], ""for_time"": [10, 30], ""emom"": [5, 10], ""interval"": [6, 12]}",,,,true,1,
burpee_box_jump_over,Burpee Box Jump Over,bodyweight,core|mono,M,none,low,reps,reps,cm,7,4,box,6.0,,"{""scaled"": 7.8, ""inter"": 6.9, ""rx"": 6.0, ""rxplus"": 5.52, ""elite"": 5.1, ""pro"": 4.8}","{""scaled"": {""light"": [50, 40], ""medium"": [50, 40], ""heavy"": [50, 40]}, ""inter"": {""light"": [60, 50], ""medium"": [60, 50], ""heavy"": [60, 50]}, ""rx"": {""light"": [60, 50], ""medium"": [60, 50], ""heavy"": [60, 50]}, ""rxplus"": {""light"": [60, 50], ""medium"": [60, 50], ""heavy"": [60, 50]}, ""elite"": {""light"": [75, 60], ""medium"": [75, 60], ""heavy"": [75, 60]}, ""pro"": {""light"": [75, 60], ""medium"": [75, 60], ""heavy"": [75, 60]}}","{""amrap"": [6, 12], ""for_time"": [8, 20], ""emom"": [4, 8], ""interval"": [5, 10]}",,,,true,1,
burpee_broad_jump,Burpee Broad Jumps,bodyweight,core|mono,M,none,low,m,m,,3,10,,1.6,,"{""scaled"": 2.08, ""inter"": 1.84, ""rx"": 1.6, ""rxplus"": 1.47, ""elite"": 1.36, ""pro"": 1.28}",,"{""amrap"": [20, 50], ""for_time"": [20, 80], ""emom"": [10, 20], ""interval"": [15, 30]}",,,,true,1,Hyrox 80 m race
box_jump,Box Jumps,box,squat|mono,M,none,none,reps,reps,cm,8,4,box,3.0,,"{""scaled"": 3.9, ""inter"": 3.45, ""rx"": 3.0, ""rxplus"": 2.76, ""elite"": 2.55, ""pro"": 2.4}","{""scaled"": {""light"": [50, 40], ""medium"": [50, 40], ""heavy"": [50, 40]}, ""inter"": {""light"": [60, 50], ""medium"": [60, 50], ""heavy"": [60, 50]}, ""rx"": {""light"": [60, 50], ""medium"": [60, 50], ""heavy"": [60, 50]}, ""rxplus"": {""light"": [60, 50], ""medium"": [60, 50], ""heavy"": [60, 50]}, ""elite"": {""light"": [75, 60], ""medium"": [75, 60], ""heavy"": [75, 60]}, ""pro"": {""light"": [75, 60], ""medium"": [75, 60], ""heavy"": [75, 60]}}","{""amrap"": [10, 20], ""for_time"": [10, 30], ""emom"": [6, 12], ""interval"": [8, 15]}","{""scaled"": ""box_step_up""}",,,true,1,
box_jump_over,Box Jump Over,box,squat|mono,M,none,none,reps,reps,cm,8,4,box,3.0,,"{""scaled"": 3.9, ""inter"": 3.45, ""rx"": 3.0, ""rxplus"": 2.76, ""elite"": 2.55, ""pro"": 2.4}","{""scaled"": {""light"": [50, 40], ""medium"": [50, 40], ""heavy"": [50, 40]}, ""inter"": {""light"": [60, 50], ""medium"": [60, 50], ""heavy"": [60, 50]}, ""rx"": {""light"": [60, 50], ""medium"": [60, 50], ""heavy"": [60, 50]}, ""rxplus"": {""light"": [60, 50], ""medium"": [60, 50], ""heavy"": [60, 50]}, ""elite"": {""light"": [75, 60], ""medium"": [75, 60], ""heavy"": [75, 60]}, ""pro"": {""light"": [75, 60], ""medium"": [75, 60], ""heavy"": [75, 60]}}","{""amrap"": [8, 15], ""for_time"": [10, 30], ""emom"": [5, 10], ""interval"": [6, 12]}","{""scaled"": ""box_step_over""}",,,true,1,
box_step_up,Box Step-Ups,box,lunge,M,none,none,reps,reps,cm,4,7,box,2.2,,"{""scaled"": 2.86, ""inter"": 2.53, ""rx"": 2.2, ""rxplus"": 2.02, ""elite"": 1.87, ""pro"": 1.76}","{""scaled"": {""light"": [50, 40], ""medium"": [50, 40], ""heavy"": [50, 40]}, ""inter"": {""light"": [60, 50], ""medium"": [60, 50], ""heavy"": [60, 50]}, ""rx"": {""light"": [60, 50], ""medium"": [60, 50], ""heavy"": [60, 50]}, ""rxplus"": {""light"": [60, 50], ""medium"": [60, 50], ""heavy"": [60, 50]}, ""elite"": {""light"": [75, 60], ""medium"": [75, 60], ""heavy"": [75, 60]}, ""pro"": {""light"": [75, 60], ""medium"": [75, 60], ""heavy"": [75, 60]}}","{""amrap"": [10, 20], ""for_time"": [10, 40], ""emom"": [8, 15], ""interval"": [10, 20]}",,,,true,1,
double_under,Double Unders,jump_rope,mono,M,low,none,reps,reps,,9,3,jump_rope,0.55,,"{""scaled"": 0.72, ""inter"": 0.63, ""rx"": 0.55, ""rxplus"": 0.51, ""elite"": 0.47, ""pro"": 0.44}",,"{""amrap"": [30, 60], ""for_time"": [50, 100], ""emom"": [25, 50], ""interval"": [30, 60]}","{""scaled"": ""single_under"", ""inter"": ""double_under""}",,,true,1,
single_under,Single Unders,jump_rope,mono,M,low,none,reps,reps,,3,2,jump_rope,0.35,,"{""scaled"": 0.45, ""inter"": 0.4, ""rx"": 0.35, ""rxplus"": 0.32, ""elite"": 0.3, ""pro"": 0.28}",,"{""amrap"": [60, 120], ""for_time"": [100, 200], ""emom"": [50, 100], ""interval"": [60, 120]}",,,,true,1,
air_squat,Air Squats,bodyweight,squat,M,none,none,reps,reps,,7,4,,1.4,,"{""scaled"": 1.82, ""inter"": 1.61, ""rx"": 1.4, ""rxplus"": 1.29, ""elite"": 1.19, ""pro"": 1.12}",,"{""amrap"": [15, 30], ""for_time"": [20, 50], ""emom"": [10, 20], ""interval"": [15, 30]}",,,,true,1,
walking_lunge,Walking Lunges,bodyweight,lunge,M,none,none,reps,reps,,5,5,,1.6,,"{""scaled"": 2.08, ""inter"": 1.84, ""rx"": 1.6, ""rxplus"": 1.47, ""elite"": 1.36, ""pro"": 1.28}",,"{""amrap"": [16, 30], ""for_time"": [20, 50], ""emom"": [12, 20], ""interval"": [16, 30]}",,,,true,1,
cluster,Clusters,barbell,squat|hinge|push_v,W,high,high,reps,reps,kg,6,0,barbell,4.5,,"{""scaled"": 5.85, ""inter"": 5.17, ""rx"": 4.5, ""rxplus"": 4.14, ""elite"": 3.82, ""pro"": 3.6}","{""scaled"": {""light"": [30, 20], ""medium"": [40, 30], ""heavy"": [50, 35]}, ""inter"": {""light"": [35, 25], ""medium"": [50, 35], ""heavy"": [60, 43]}, ""rx"": {""light"": [43, 30], ""medium"": [60, 43], ""heavy"": [70, 50]}, ""rxplus"": {""light"": [50, 35], ""medium"": [70, 50], ""heavy"": [80, 55]}, ""elite"": {""light"": [55, 40], ""medium"": [80, 55], ""heavy"": [90, 60]}, ""pro"": {""light"": [60, 43], ""medium"": [90, 60], ""heavy"": [100, 70]}}","{""amrap"": [5, 10], ""for_time"": [6, 15], ""emom"": [3, 6], ""interval"": [4, 8]}",,,,true,1,squat clean + thruster
hang_clean_and_jerk,Hang Clean & Jerk,barbell,hinge|push_v,W,high,high,reps,reps,kg,6,0,barbell,4.5,,"{""scaled"": 5.85, ""inter"": 5.17, ""rx"": 4.5, ""rxplus"": 4.14, ""elite"": 3.82, ""pro"": 3.6}","{""scaled"": {""light"": [30, 20], ""medium"": [40, 30], ""heavy"": [60, 40]}, ""inter"": {""light"": [35, 25], ""medium"": [50, 35], ""heavy"": [80, 55]}, ""rx"": {""light"": [43, 30], ""medium"": [60, 43], ""heavy"": [100, 70]}, ""rxplus"": {""light"": [50, 35], ""medium"": [70, 50], ""heavy"": [120, 80]}, ""elite"": {""light"": [55, 40], ""medium"": [80, 55], ""heavy"": [140, 95]}, ""pro"": {""light"": [60, 43], ""medium"": [90, 60], ""heavy"": [160, 110]}}","{""amrap"": [4, 10], ""for_time"": [5, 12], ""emom"": [3, 6], ""interval"": [4, 8]}",,,,true,1,
kb_snatch,KB Snatch,kettlebell,hinge|pull_v,W,high,high,reps,reps,kg,6,3,kettlebell,2.2,,"{""scaled"": 2.86, ""inter"": 2.53, ""rx"": 2.2, ""rxplus"": 2.02, ""elite"": 1.87, ""pro"": 1.76}","{""scaled"": {""light"": [12, 8], ""medium"": [16, 12], ""heavy"": [20, 16]}, ""inter"": {""light"": [16, 12], ""medium"": [20, 16], ""heavy"": [24, 16]}, ""rx"": {""light"": [20, 16], ""medium"": [24, 16], ""heavy"": [32, 24]}, ""rxplus"": {""light"": [24, 16], ""medium"": [28, 20], ""heavy"": [32, 24]}, ""elite"": {""light"": [24, 20], ""medium"": [32, 24], ""heavy"": [40, 28]}, ""pro"": {""light"": [28, 20], ""medium"": [32, 24], ""heavy"": [40, 28]}}","{""amrap"": [10, 20], ""for_time"": [10, 30], ""emom"": [6, 12], ""interval"": [8, 16]}",,,,true,1,"alterné, reps au total"
kb_clean,KB Clean,kettlebell,hinge,W,high,low,reps,reps,kg,4,2,kettlebell,2.2,,"{""scaled"": 2.86, ""inter"": 2.53, ""rx"": 2.2, ""rxplus"": 2.02, ""elite"": 1.87, ""pro"": 1.76}","{""scaled"": {""light"": [12, 8], ""medium"": [16, 12], ""heavy"": [20, 16]}, ""inter"": {""light"": [16, 12], ""medium"": [20, 16], ""heavy"": [24, 16]}, ""rx"": {""light"": [20, 16], ""medium"": [24, 16], ""heavy"": [32, 24]}, ""rxplus"": {""light"": [24, 16], ""medium"": [28, 20], ""heavy"": [32, 24]}, ""elite"": {""light"": [24, 20], ""medium"": [32, 24], ""heavy"": [40, 28]}, ""pro"": {""light"": [28, 20], ""medium"": [32, 24], ""heavy"": [40, 28]}}","{""amrap"": [10, 20], ""for_time"": [10, 30], ""emom"": [6, 12], ""interval"": [8, 16]}",,,,true,1,"alterné, reps au total"
kb_front_squat,KB Front Squat,kettlebell,squat,W,low,low,reps,reps,kg,5,3,kettlebell,2.8,,"{""scaled"": 3.64, ""inter"": 3.22, ""rx"": 2.8, ""rxplus"": 2.58, ""elite"": 2.38, ""pro"": 2.24}","{""scaled"": {""light"": [12, 8], ""medium"": [16, 12], ""heavy"": [20, 16]}, ""inter"": {""light"": [16, 12], ""medium"": [20, 16], ""heavy"": [24, 16]}, ""rx"": {""light"": [20, 16], ""medium"": [24, 16], ""heavy"": [32, 24]}, ""rxplus"": {""light"": [24, 16], ""medium"": [28, 20], ""heavy"": [32, 24]}, ""elite"": {""light"": [24, 20], ""medium"": [32, 24], ""heavy"": [40, 28]}, ""pro"": {""light"": [28, 20], ""medium"": [32, 24], ""heavy"": [40, 28]}}","{""amrap"": [8, 15], ""for_time"": [10, 20], ""emom"": [5, 10], ""interval"": [6, 12]}",,,,true,1,"2 KB, charge par main"
kb_clean_and_jerk,KB Clean & Jerk,kettlebell,hinge|push_v,W,high,high,reps,reps,kg,5,3,kettlebell,3.0,,"{""scaled"": 3.9, ""inter"": 3.45, ""rx"": 3.0, ""rxplus"": 2.76, ""elite"": 2.55, ""pro"": 2.4}","{""scaled"": {""light"": [12, 8], ""medium"": [16, 12], ""heavy"": [20, 16]}, ""inter"": {""light"": [16, 12], ""medium"": [20, 16], ""heavy"": [24, 16]}, ""rx"": {""light"": [20, 16], ""medium"": [24, 16], ""heavy"": [32, 24]}, ""rxplus"": {""light"": [24, 16], ""medium"": [28, 20], ""heavy"": [32, 24]}, ""elite"": {""light"": [24, 20], ""medium"": [32, 24], ""heavy"": [40, 28]}, ""pro"": {""light"": [28, 20], ""medium"": [32, 24], ""heavy"": [40, 28]}}","{""amrap"": [6, 12], ""for_time"": [8, 20], ""emom"": [4, 8], ""interval"": [5, 10]}",,,,true,1,2 KB ou alterné 1 KB
