wod_ref,member_ref,jour,unite,valeur,categorie
w020,m055,2026-08-18,temps,14:15,RX
w020,m041,2026-08-18,temps,15:00,RX
w020,m050,2026-08-18,temps,15:18,RX
w020,m137,2026-08-18,temps,15:25,RX
w020,m056,2026-08-18,temps,14:27,RX
w020,m122,2026-08-18,temps,16:42,Scaled
w020,m073,2026-08-18,temps,15:57,RX
w020,m061,2026-08-18,temps,17:42,RX
w020,m002,2026-08-18,temps,12:59,RX
w020,m001,2026-08-18,temps,12:28,RX
w020,m049,2026-08-18,temps,14:52,RX
w020,m029,2026-08-18,temps,13:59,RX
w020,m112,2026-08-18,temps,17:19,RX
w020,m039,2026-08-18,temps,14:45,Scaled
w020,m011,2026-08-18,temps,12:56,Scaled
w020,m107,2026-08-18,temps,15:55,RX
w020,m120,2026-08-18,temps,16:15,RX
w020,m098,2026-08-18,temps,17:27,RX
w020,m068,2026-08-18,temps,14:57,RX
w020,m123,2026-08-18,temps,17:30,RX
w020,m067,2026-08-18,temps,16:16,RX
w021,m066,2026-08-19,charge,95,RX
w021,m098,2026-08-19,charge,85,RX
w021,m076,2026-08-19,charge,90,Scaled
w021,m037,2026-08-19,charge,105,RX
w021,m004,2026-08-19,charge,135,Scaled
w021,m124,2026-08-19,charge,90,RX
w021,m125,2026-08-19,charge,95,RX
w021,m143,2026-08-19,charge,65,RX
w021,m019,2026-08-19,charge,130,RX
w021,m130,2026-08-19,charge,85,RX
w021,m018,2026-08-19,charge,135,RX
w021,m072,2026-08-19,charge,95,RX
w021,m106,2026-08-19,charge,90,RX
w021,m108,2026-08-19,charge,75,Scaled
w021,m026,2026-08-19,charge,110,RX
w021,m063,2026-08-19,charge,115,Scaled
w021,m089,2026-08-19,charge,95,Scaled
w021,m062,2026-08-19,charge,95,Scaled
w021,m110,2026-08-19,charge,80,RX
w021,m144,2026-08-19,charge,70,RX
w021,m011,2026-08-19,charge,135,Scaled
w021,m035,2026-08-19,charge,105,RX
w021,m002,2026-08-19,charge,130,RX
w021,m121,2026-08-19,charge,85,RX
w021,m036,2026-08-19,charge,110,RX
w021,m051,2026-08-19,charge,105,Scaled
w021,m006,2026-08-19,charge,120,RX
w021,m078,2026-08-19,charge,105,RX
w021,m003,2026-08-19,charge,130,Scaled
w021,m054,2026-08-19,charge,125,RX
w021,m112,2026-08-19,charge,105,RX
w021,m099,2026-08-19,charge,95,RX
w021,m033,2026-08-19,charge,120,RX
w021,m069,2026-08-19,charge,100,RX
w021,m079,2026-08-19,charge,100,RX
w021,m105,2026-08-19,charge,80,RX
w021,m135,2026-08-19,charge,80,Scaled
w021,m147,2026-08-19,charge,70,RX
w021,m119,2026-08-19,charge,80,Scaled
w021,m127,2026-08-19,charge,90,RX
w021,m141,2026-08-19,charge,75,RX
w021,m094,2026-08-19,charge,100,RX
w021,m025,2026-08-19,charge,110,RX
w021,m067,2026-08-19,charge,115,RX
w022,m013,2026-08-20,reps,208,RX
w022,m035,2026-08-20,reps,211,Scaled
w022,m105,2026-08-20,reps,197,RX
w022,m147,2026-08-20,reps,135,RX
w022,m006,2026-08-20,reps,192,RX
w022,m058,2026-08-20,reps,199,RX
w022,m065,2026-08-20,reps,177,RX
w022,m028,2026-08-20,reps,245,Scaled
w022,m101,2026-08-20,reps,163,RX
w022,m021,2026-08-20,reps,177,RX
w022,m053,2026-08-20,reps,193,RX
w022,m050,2026-08-20,reps,221,Scaled
w022,m112,2026-08-20,reps,183,Scaled
w022,m022,2026-08-20,reps,234,Scaled
w022,m016,2026-08-20,reps,206,RX
w022,m044,2026-08-20,reps,218,Scaled
w022,m110,2026-08-20,reps,148,RX
w022,m138,2026-08-20,reps,143,RX
w022,m141,2026-08-20,reps,160,RX
w022,m144,2026-08-20,reps,154,Scaled
w022,m099,2026-08-20,reps,193,RX
w022,m125,2026-08-20,reps,164,RX
w022,m069,2026-08-20,reps,151,RX
w022,m039,2026-08-20,reps,204,Scaled
w022,m142,2026-08-20,reps,147,RX
w022,m113,2026-08-20,reps,147,RX
w022,m103,2026-08-20,reps,180,Scaled
w022,m109,2026-08-20,reps,170,RX
w022,m023,2026-08-20,reps,205,RX
w022,m032,2026-08-20,reps,184,RX
w022,m019,2026-08-20,reps,209,RX
w022,m047,2026-08-20,reps,190,RX
w023,m037,2026-08-21,temps,13:33,RX
w023,m049,2026-08-21,temps,14:20,Scaled
w023,m076,2026-08-21,temps,16:19,RX
w023,m105,2026-08-21,temps,14:25,Scaled
w023,m086,2026-08-21,temps,15:23,RX
w023,m109,2026-08-21,temps,14:32,RX
w023,m081,2026-08-21,temps,16:11,RX
w023,m110,2026-08-21,temps,16:25,RX
w023,m064,2026-08-21,temps,15:17,RX
w023,m046,2026-08-21,temps,15:58,RX
w023,m024,2026-08-21,temps,14:26,RX
w023,m112,2026-08-21,temps,15:35,Scaled
w023,m002,2026-08-21,temps,13:20,RX
w023,m052,2026-08-21,temps,14:20,RX
w023,m146,2026-08-21,temps,18:40,Scaled
w023,m123,2026-08-21,temps,16:20,RX
w023,m137,2026-08-21,temps,16:21,Scaled
w023,m003,2026-08-21,temps,13:34,RX
w023,m029,2026-08-21,temps,15:05,RX
w023,m022,2026-08-21,temps,14:33,Scaled
w023,m142,2026-08-21,temps,16:34,RX
w023,m059,2026-08-21,temps,14:52,RX
w023,m073,2026-08-21,temps,15:19,RX
w023,m057,2026-08-21,temps,15:43,RX
w023,m017,2026-08-21,temps,15:18,RX
w023,m103,2026-08-21,temps,16:43,Scaled
w023,m119,2026-08-21,temps,14:55,Scaled
w023,m021,2026-08-21,temps,15:05,RX
w025,m013,2026-08-24,charge,65,RX
w025,m025,2026-08-24,charge,110,RX
w025,m130,2026-08-24,charge,90,RX
w025,m093,2026-08-24,charge,95,RX
w025,m110,2026-08-24,charge,85,Scaled
w025,m083,2026-08-24,charge,90,RX
w025,m081,2026-08-24,charge,95,RX
w025,m003,2026-08-24,charge,140,RX
w025,m044,2026-08-24,charge,115,RX
w025,m057,2026-08-24,charge,100,RX
w025,m070,2026-08-24,charge,105,Scaled
w025,m024,2026-08-24,charge,120,RX
w025,m148,2026-08-24,charge,55,Scaled
w025,m058,2026-08-24,charge,110,RX
w025,m107,2026-08-24,charge,100,RX
w025,m090,2026-08-24,charge,90,RX
w025,m105,2026-08-24,charge,95,Scaled
w025,m021,2026-08-24,charge,135,Scaled
w025,m020,2026-08-24,charge,125,Scaled
w025,m122,2026-08-24,charge,90,RX
w025,m133,2026-08-24,charge,75,RX
w025,m038,2026-08-24,charge,105,Scaled
w025,m034,2026-08-24,charge,105,RX
w025,m041,2026-08-24,charge,105,RX
w025,m101,2026-08-24,charge,90,RX
w025,m050,2026-08-24,charge,105,Scaled
w025,m096,2026-08-24,charge,85,Scaled
w025,m142,2026-08-24,charge,60,RX
w025,m049,2026-08-24,charge,115,RX
w025,m059,2026-08-24,charge,95,Scaled
w025,m004,2026-08-24,charge,130,Scaled
w025,m053,2026-08-24,charge,105,Scaled
w025,m108,2026-08-24,charge,100,Scaled
w025,m064,2026-08-24,charge,105,RX
w025,m115,2026-08-24,charge,80,RX
w025,m040,2026-08-24,charge,105,Scaled
w025,m001,2026-08-24,charge,160,RX
w025,m077,2026-08-24,charge,115,RX
w026,m045,2026-08-25,reps,167,RX
w026,m059,2026-08-25,reps,185,Scaled
w026,m139,2026-08-25,reps,165,RX
w026,m135,2026-08-25,reps,188,Scaled
w026,m089,2026-08-25,reps,166,RX
w026,m101,2026-08-25,reps,154,RX
w026,m029,2026-08-25,reps,193,RX
w026,m106,2026-08-25,reps,186,RX
w026,m096,2026-08-25,reps,170,Scaled
w026,m093,2026-08-25,reps,163,RX
w026,m104,2026-08-25,reps,201,RX
w026,m054,2026-08-25,reps,184,RX
w026,m067,2026-08-25,reps,222,Scaled
w026,m026,2026-08-25,reps,187,RX
w026,m088,2026-08-25,reps,162,RX
w026,m146,2026-08-25,reps,156,RX
w026,m064,2026-08-25,reps,199,RX
w026,m065,2026-08-25,reps,205,Scaled
w026,m060,2026-08-25,reps,203,Scaled
w026,m010,2026-08-25,reps,253,RX
w026,m095,2026-08-25,reps,188,Scaled
w026,m033,2026-08-25,reps,199,RX
w026,m100,2026-08-25,reps,142,RX
w026,m053,2026-08-25,reps,159,RX
w026,m062,2026-08-25,reps,175,RX
w026,m138,2026-08-25,reps,166,Scaled
w026,m056,2026-08-25,reps,197,RX
w026,m118,2026-08-25,reps,146,Scaled
w026,m030,2026-08-25,reps,203,RX
w026,m140,2026-08-25,reps,180,RX
w026,m121,2026-08-25,reps,160,RX
w026,m047,2026-08-25,reps,191,RX
w026,m027,2026-08-25,reps,242,RX
w026,m017,2026-08-25,reps,232,Scaled
w026,m084,2026-08-25,reps,155,RX
w026,m020,2026-08-25,reps,190,RX
w026,m092,2026-08-25,reps,154,Scaled
w026,m130,2026-08-25,reps,136,Scaled
w026,m034,2026-08-25,reps,206,Scaled
w026,m080,2026-08-25,reps,216,Scaled
w026,m098,2026-08-25,reps,159,Scaled
w026,m145,2026-08-25,reps,145,RX
w026,m066,2026-08-25,reps,163,RX
w026,m009,2026-08-25,reps,225,RX
w026,m076,2026-08-25,reps,175,Scaled
w026,m052,2026-08-25,reps,174,RX
w026,m129,2026-08-25,reps,122,RX
w026,m122,2026-08-25,reps,140,RX
w026,m137,2026-08-25,reps,144,Scaled
w026,m115,2026-08-25,reps,186,Scaled
w027,m014,2026-08-26,temps,13:57,Scaled
w027,m007,2026-08-26,temps,12:28,RX
w027,m117,2026-08-26,temps,16:42,RX
w027,m081,2026-08-26,temps,16:20,RX
w027,m040,2026-08-26,temps,13:55,RX
w027,m116,2026-08-26,temps,15:44,RX
w027,m005,2026-08-26,temps,11:49,RX
w027,m060,2026-08-26,temps,16:39,Scaled
w027,m122,2026-08-26,temps,16:56,RX
w027,m006,2026-08-26,temps,12:04,Scaled
w027,m136,2026-08-26,temps,18:24,RX
w027,m067,2026-08-26,temps,15:13,RX
w027,m133,2026-08-26,temps,17:30,Scaled
w027,m112,2026-08-26,temps,16:39,Scaled
w027,m128,2026-08-26,temps,17:33,RX
w027,m027,2026-08-26,temps,15:08,RX
w027,m053,2026-08-26,temps,15:30,RX
w027,m076,2026-08-26,temps,14:52,RX
w027,m033,2026-08-26,temps,15:28,RX
w027,m118,2026-08-26,temps,16:21,RX
w027,m090,2026-08-26,temps,15:21,RX
w027,m056,2026-08-26,temps,17:04,RX
w027,m043,2026-08-26,temps,15:34,RX
w027,m077,2026-08-26,temps,15:46,RX
w027,m144,2026-08-26,temps,17:17,RX
w027,m002,2026-08-26,temps,11:30,RX
w027,m111,2026-08-26,temps,17:00,RX
w027,m101,2026-08-26,temps,17:04,Scaled
w027,m108,2026-08-26,temps,16:36,Scaled
w027,m015,2026-08-26,temps,13:51,RX
w027,m130,2026-08-26,temps,16:46,RX
w027,m012,2026-08-26,temps,13:03,RX
w027,m089,2026-08-26,temps,15:41,RX
w027,m021,2026-08-26,temps,13:03,RX
w027,m071,2026-08-26,temps,16:13,RX
w027,m123,2026-08-26,temps,16:08,Scaled
w027,m028,2026-08-26,temps,15:57,Scaled
w027,m010,2026-08-26,temps,13:27,RX
w027,m085,2026-08-26,temps,15:49,RX
w028,m108,2026-08-27,charge,85,Scaled
w028,m060,2026-08-27,charge,90,RX
w028,m044,2026-08-27,charge,105,RX
w028,m109,2026-08-27,charge,85,Scaled
w028,m138,2026-08-27,charge,90,RX
w028,m004,2026-08-27,charge,120,RX
w028,m113,2026-08-27,charge,90,Scaled
w028,m142,2026-08-27,charge,70,Scaled
w028,m124,2026-08-27,charge,90,RX
w028,m137,2026-08-27,charge,85,Scaled
w028,m011,2026-08-27,charge,120,RX
w028,m027,2026-08-27,charge,100,Scaled
w028,m009,2026-08-27,charge,125,RX
w028,m100,2026-08-27,charge,90,RX
w028,m042,2026-08-27,charge,105,RX
w028,m148,2026-08-27,charge,70,Scaled
w028,m121,2026-08-27,charge,100,RX
w028,m089,2026-08-27,charge,100,RX
w028,m017,2026-08-27,charge,130,Scaled
w028,m050,2026-08-27,charge,95,RX
w028,m114,2026-08-27,charge,95,RX
w028,m103,2026-08-27,charge,100,RX
w029,m109,2026-08-28,reps,171,Scaled
w029,m149,2026-08-28,reps,167,RX
w029,m104,2026-08-28,reps,179,RX
w029,m112,2026-08-28,reps,180,RX
w029,m046,2026-08-28,reps,215,RX
w029,m099,2026-08-28,reps,215,Scaled
w029,m132,2026-08-28,reps,160,Scaled
w029,m030,2026-08-28,reps,230,RX
w029,m097,2026-08-28,reps,155,RX
w029,m139,2026-08-28,reps,189,RX
w029,m021,2026-08-28,reps,184,Scaled
w029,m031,2026-08-28,reps,184,RX
w029,m129,2026-08-28,reps,134,RX
w029,m130,2026-08-28,reps,144,RX
w029,m150,2026-08-28,reps,150,RX
w029,m120,2026-08-28,reps,224,RX
w029,m133,2026-08-28,reps,160,Scaled
w029,m040,2026-08-28,reps,214,RX
w029,m107,2026-08-28,reps,194,RX
w029,m019,2026-08-28,reps,215,RX
w029,m023,2026-08-28,reps,205,Scaled
w029,m118,2026-08-28,reps,168,RX
w029,m052,2026-08-28,reps,224,RX
w029,m017,2026-08-28,reps,202,RX
w029,m126,2026-08-28,reps,166,Scaled
w029,m033,2026-08-28,reps,196,RX
w029,m082,2026-08-28,reps,159,RX
w029,m008,2026-08-28,reps,224,RX
w029,m119,2026-08-28,reps,168,RX
w029,m110,2026-08-28,reps,176,RX
w029,m105,2026-08-28,reps,166,Scaled
w029,m140,2026-08-28,reps,151,RX
w029,m045,2026-08-28,reps,162,Scaled
w029,m096,2026-08-28,reps,209,Scaled
w029,m003,2026-08-28,reps,226,RX
w029,m137,2026-08-28,reps,152,RX
w029,m103,2026-08-28,reps,181,RX
w029,m026,2026-08-28,reps,202,RX
w031,m013,2026-08-31,temps,14:50,RX
w031,m031,2026-08-31,temps,14:55,Scaled
w031,m005,2026-08-31,temps,13:12,Scaled
w031,m048,2026-08-31,temps,15:08,RX
w031,m030,2026-08-31,temps,12:22,Scaled
w031,m130,2026-08-31,temps,17:32,Scaled
w031,m074,2026-08-31,temps,16:08,RX
w031,m109,2026-08-31,temps,15:51,RX
w031,m027,2026-08-31,temps,12:58,Scaled
w031,m004,2026-08-31,temps,11:16,Scaled
w031,m142,2026-08-31,temps,18:07,RX
w031,m036,2026-08-31,temps,14:22,RX
w031,m002,2026-08-31,temps,13:06,RX
w031,m021,2026-08-31,temps,12:47,RX
w031,m127,2026-08-31,temps,17:59,RX
w031,m136,2026-08-31,temps,17:50,RX
w031,m114,2026-08-31,temps,15:23,Scaled
w031,m009,2026-08-31,temps,14:17,RX
w031,m131,2026-08-31,temps,17:43,RX
w031,m119,2026-08-31,temps,15:17,Scaled
w031,m068,2026-08-31,temps,16:21,RX
w031,m067,2026-08-31,temps,15:54,RX
w031,m066,2026-08-31,temps,16:26,RX
w031,m077,2026-08-31,temps,15:12,RX
w031,m018,2026-08-31,temps,14:11,RX
w031,m040,2026-08-31,temps,14:21,Scaled
w031,m112,2026-08-31,temps,15:26,Scaled
w031,m146,2026-08-31,temps,18:23,Scaled
w031,m082,2026-08-31,temps,14:53,RX
w031,m020,2026-08-31,temps,14:46,RX
w031,m028,2026-08-31,temps,13:49,RX
w031,m046,2026-08-31,temps,13:21,Scaled
w031,m120,2026-08-31,temps,16:44,RX
w031,m081,2026-08-31,temps,15:07,RX
w031,m147,2026-08-31,temps,18:10,Scaled
w031,m011,2026-08-31,temps,13:18,RX
w031,m137,2026-08-31,temps,17:55,Scaled
w031,m008,2026-08-31,temps,12:31,RX
w031,m143,2026-08-31,temps,17:33,Scaled
w031,m023,2026-08-31,temps,14:26,RX
w031,m090,2026-08-31,temps,16:12,RX
w031,m022,2026-08-31,temps,13:37,RX
w031,m121,2026-08-31,temps,16:55,Scaled
w031,m072,2026-08-31,temps,15:33,RX
w031,m038,2026-08-31,temps,15:11,Scaled
w032,m020,2026-09-01,charge,140,Scaled
w032,m143,2026-09-01,charge,80,RX
w032,m133,2026-09-01,charge,75,RX
w032,m010,2026-09-01,charge,125,RX
w032,m113,2026-09-01,charge,80,RX
w032,m023,2026-09-01,charge,115,RX
w032,m019,2026-09-01,charge,115,Scaled
w032,m049,2026-09-01,charge,95,RX
w032,m035,2026-09-01,charge,125,RX
w032,m014,2026-09-01,charge,130,RX
w032,m063,2026-09-01,charge,115,Scaled
w032,m029,2026-09-01,charge,115,RX
w032,m054,2026-09-01,charge,95,RX
w032,m123,2026-09-01,charge,90,RX
w032,m100,2026-09-01,charge,85,RX
w032,m065,2026-09-01,charge,100,RX
w032,m031,2026-09-01,charge,100,RX
w032,m004,2026-09-01,charge,130,RX
w032,m130,2026-09-01,charge,95,RX
w032,m076,2026-09-01,charge,105,RX
w032,m055,2026-09-01,charge,95,Scaled
w032,m090,2026-09-01,charge,100,RX
w032,m001,2026-09-01,charge,155,Scaled
w032,m044,2026-09-01,charge,100,RX
w032,m111,2026-09-01,charge,90,RX
w032,m002,2026-09-01,charge,125,RX
w032,m056,2026-09-01,charge,105,RX
w032,m088,2026-09-01,charge,80,RX
w032,m008,2026-09-01,charge,125,RX
w032,m084,2026-09-01,charge,75,RX
w032,m138,2026-09-01,charge,85,Scaled
w032,m012,2026-09-01,charge,120,RX
w032,m034,2026-09-01,charge,120,RX
w032,m139,2026-09-01,charge,55,RX
w032,m046,2026-09-01,charge,115,RX
w032,m073,2026-09-01,charge,110,RX
w032,m098,2026-09-01,charge,115,Scaled
w032,m050,2026-09-01,charge,115,Scaled
w032,m026,2026-09-01,charge,130,RX
w032,m042,2026-09-01,charge,125,RX
w032,m052,2026-09-01,charge,115,RX
w032,m101,2026-09-01,charge,75,RX
w032,m081,2026-09-01,charge,105,Scaled
w032,m048,2026-09-01,charge,125,RX
w032,m057,2026-09-01,charge,115,RX
w032,m096,2026-09-01,charge,95,Scaled
w032,m097,2026-09-01,charge,90,RX
w032,m107,2026-09-01,charge,95,Scaled
w032,m025,2026-09-01,charge,100,RX
w032,m108,2026-09-01,charge,75,RX
w032,m017,2026-09-01,charge,130,RX
w033,m143,2026-09-02,reps,138,RX
w033,m137,2026-09-02,reps,135,RX
w033,m055,2026-09-02,reps,198,RX
w033,m011,2026-09-02,reps,223,Scaled
w033,m052,2026-09-02,reps,170,RX
w033,m017,2026-09-02,reps,219,RX
w033,m005,2026-09-02,reps,256,RX
w033,m053,2026-09-02,reps,146,RX
w033,m074,2026-09-02,reps,189,RX
w033,m022,2026-09-02,reps,182,RX
w033,m095,2026-09-02,reps,171,RX
w033,m067,2026-09-02,reps,195,RX
w033,m079,2026-09-02,reps,195,RX
w033,m125,2026-09-02,reps,166,Scaled
w033,m076,2026-09-02,reps,189,RX
w033,m140,2026-09-02,reps,100,RX
w033,m060,2026-09-02,reps,202,RX
w033,m134,2026-09-02,reps,132,RX
w033,m014,2026-09-02,reps,246,RX
w033,m133,2026-09-02,reps,158,RX
w033,m057,2026-09-02,reps,211,Scaled
w034,m039,2026-09-03,temps,14:44,RX
w034,m089,2026-09-03,temps,14:52,Scaled
w034,m023,2026-09-03,temps,13:23,RX
w034,m140,2026-09-03,temps,17:14,RX
w034,m129,2026-09-03,temps,19:15,RX
w034,m057,2026-09-03,temps,15:48,Scaled
w034,m025,2026-09-03,temps,14:53,Scaled
w034,m079,2026-09-03,temps,14:19,Scaled
w034,m003,2026-09-03,temps,13:42,RX
w034,m092,2026-09-03,temps,13:28,RX
w034,m134,2026-09-03,temps,18:29,RX
w034,m123,2026-09-03,temps,17:05,RX
w034,m127,2026-09-03,temps,16:07,RX
w034,m104,2026-09-03,temps,16:54,RX
w034,m068,2026-09-03,temps,14:19,RX
w034,m149,2026-09-03,temps,19:12,RX
w034,m112,2026-09-03,temps,15:53,RX
w034,m128,2026-09-03,temps,16:39,RX
w034,m063,2026-09-03,temps,15:18,Scaled
w034,m018,2026-09-03,temps,13:34,RX
w034,m042,2026-09-03,temps,15:31,RX
w034,m080,2026-09-03,temps,15:05,RX
w034,m131,2026-09-03,temps,19:07,Scaled
w034,m074,2026-09-03,temps,15:17,Scaled
w034,m052,2026-09-03,temps,15:11,RX
w034,m021,2026-09-03,temps,14:38,RX
w034,m137,2026-09-03,temps,16:47,RX
w034,m101,2026-09-03,temps,17:26,Scaled
w034,m081,2026-09-03,temps,15:56,Scaled
w034,m006,2026-09-03,temps,13:10,RX
w034,m070,2026-09-03,temps,15:27,RX
w034,m144,2026-09-03,temps,18:42,Scaled
w035,m013,2026-09-04,charge,100,RX
w035,m067,2026-09-04,charge,90,RX
w035,m029,2026-09-04,charge,110,RX
w035,m131,2026-09-04,charge,80,Scaled
w035,m127,2026-09-04,charge,100,RX
w035,m137,2026-09-04,charge,95,RX
w035,m128,2026-09-04,charge,90,Scaled
w035,m097,2026-09-04,charge,80,Scaled
w035,m071,2026-09-04,charge,115,RX
w035,m082,2026-09-04,charge,90,Scaled
w035,m148,2026-09-04,charge,70,RX
w035,m062,2026-09-04,charge,100,RX
w035,m114,2026-09-04,charge,85,Scaled
w035,m048,2026-09-04,charge,100,RX
w035,m116,2026-09-04,charge,85,RX
w035,m117,2026-09-04,charge,85,RX
w035,m132,2026-09-04,charge,100,RX
w035,m095,2026-09-04,charge,85,RX
w035,m046,2026-09-04,charge,125,RX
w035,m051,2026-09-04,charge,115,RX
w035,m108,2026-09-04,charge,85,RX
w035,m101,2026-09-04,charge,80,RX
w035,m102,2026-09-04,charge,85,RX
w035,m142,2026-09-04,charge,75,RX
w035,m081,2026-09-04,charge,95,RX
w035,m069,2026-09-04,charge,95,RX
w035,m004,2026-09-04,charge,130,RX
w035,m140,2026-09-04,charge,75,RX
w035,m106,2026-09-04,charge,85,RX
w035,m044,2026-09-04,charge,115,RX
w035,m042,2026-09-04,charge,110,Scaled
w035,m107,2026-09-04,charge,100,Scaled
w035,m037,2026-09-04,charge,125,RX
w035,m054,2026-09-04,charge,105,RX
w035,m112,2026-09-04,charge,110,RX
w035,m008,2026-09-04,charge,125,Scaled
w037,m083,2026-09-07,charge,95,RX
w037,m143,2026-09-07,charge,60,Scaled
w037,m119,2026-09-07,charge,80,Scaled
w037,m145,2026-09-07,charge,70,RX
w037,m080,2026-09-07,charge,90,RX
w037,m097,2026-09-07,charge,105,RX
w037,m120,2026-09-07,charge,90,RX
w037,m027,2026-09-07,charge,135,Scaled
w037,m126,2026-09-07,charge,95,RX
w037,m057,2026-09-07,charge,105,RX
w037,m030,2026-09-07,charge,120,RX
w037,m079,2026-09-07,charge,105,RX
w037,m100,2026-09-07,charge,90,Scaled
w037,m041,2026-09-07,charge,105,RX
w037,m009,2026-09-07,charge,105,RX
w037,m040,2026-09-07,charge,115,RX
w037,m051,2026-09-07,charge,105,RX
w037,m013,2026-09-07,charge,150,Scaled
w037,m095,2026-09-07,charge,85,Scaled
w037,m002,2026-09-07,charge,135,Scaled
w037,m081,2026-09-07,charge,100,RX
w037,m130,2026-09-07,charge,85,RX
w037,m059,2026-09-07,charge,100,RX
w037,m035,2026-09-07,charge,105,RX
w037,m056,2026-09-07,charge,100,Scaled
w037,m003,2026-09-07,charge,135,RX
w037,m138,2026-09-07,charge,65,Scaled
w037,m146,2026-09-07,charge,80,RX
w037,m069,2026-09-07,charge,115,RX
w037,m075,2026-09-07,charge,100,RX
w037,m066,2026-09-07,charge,115,RX
w037,m104,2026-09-07,charge,95,RX
w037,m090,2026-09-07,charge,90,RX
w037,m021,2026-09-07,charge,105,RX
w037,m084,2026-09-07,charge,100,RX
w037,m078,2026-09-07,charge,95,RX
w037,m137,2026-09-07,charge,65,RX
w037,m018,2026-09-07,charge,120,Scaled
w037,m107,2026-09-07,charge,85,Scaled
w037,m098,2026-09-07,charge,85,RX
w037,m123,2026-09-07,charge,90,Scaled
w037,m117,2026-09-07,charge,95,RX
w037,m048,2026-09-07,charge,105,Scaled
w037,m127,2026-09-07,charge,85,RX
w037,m023,2026-09-07,charge,135,RX
w037,m112,2026-09-07,charge,100,RX
w037,m025,2026-09-07,charge,110,Scaled
w037,m131,2026-09-07,charge,95,RX
w037,m068,2026-09-07,charge,90,RX
w037,m047,2026-09-07,charge,100,RX
w037,m142,2026-09-07,charge,85,RX
w037,m042,2026-09-07,charge,110,RX
w037,m026,2026-09-07,charge,115,RX
w037,m017,2026-09-07,charge,100,RX
w037,m028,2026-09-07,charge,120,RX
w037,m004,2026-09-07,charge,140,Scaled
w037,m071,2026-09-07,charge,100,Scaled
w037,m024,2026-09-07,charge,125,RX
w037,m116,2026-09-07,charge,95,RX
w037,m094,2026-09-07,charge,95,RX
w038,m076,2026-09-07,reps,164,RX
w038,m142,2026-09-07,reps,137,Scaled
w038,m116,2026-09-07,reps,154,RX
w038,m117,2026-09-07,reps,165,RX
w038,m015,2026-09-07,reps,189,Scaled
w038,m139,2026-09-07,reps,129,RX
w038,m121,2026-09-07,reps,186,RX
w038,m021,2026-09-07,reps,210,Scaled
w038,m085,2026-09-07,reps,174,Scaled
w038,m088,2026-09-07,reps,212,Scaled
w038,m125,2026-09-07,reps,163,RX
w038,m100,2026-09-07,reps,172,RX
w038,m059,2026-09-07,reps,179,RX
w038,m146,2026-09-07,reps,129,RX
w038,m075,2026-09-07,reps,203,RX
w038,m115,2026-09-07,reps,133,RX
w038,m108,2026-09-07,reps,152,RX
w038,m028,2026-09-07,reps,169,RX
w038,m071,2026-09-07,reps,174,RX
w038,m082,2026-09-07,reps,164,RX
w038,m027,2026-09-07,reps,214,RX
w038,m080,2026-09-07,reps,181,RX
w038,m063,2026-09-07,reps,212,Scaled
w038,m109,2026-09-07,reps,177,Scaled
w038,m098,2026-09-07,reps,191,RX
w038,m006,2026-09-07,reps,228,RX
w038,m096,2026-09-07,reps,162,RX
w038,m044,2026-09-07,reps,192,RX
w038,m097,2026-09-07,reps,191,RX
w038,m136,2026-09-07,reps,147,RX
w038,m066,2026-09-07,reps,190,RX
w038,m046,2026-09-07,reps,190,RX
w038,m007,2026-09-07,reps,220,Scaled
w038,m032,2026-09-07,reps,198,RX
w038,m065,2026-09-07,reps,212,RX
w038,m053,2026-09-07,reps,165,RX
w038,m060,2026-09-07,reps,173,RX
w038,m079,2026-09-07,reps,183,RX
w038,m093,2026-09-07,reps,196,RX
w038,m022,2026-09-07,reps,204,RX
w039,m043,2026-09-08,temps,16:28,Scaled
w039,m097,2026-09-08,temps,15:34,RX
w039,m101,2026-09-08,temps,17:10,RX
w039,m136,2026-09-08,temps,17:12,RX
w039,m069,2026-09-08,temps,17:13,Scaled
w039,m150,2026-09-08,temps,17:36,RX
w039,m058,2026-09-08,temps,16:12,Scaled
w039,m093,2026-09-08,temps,15:44,RX
w039,m132,2026-09-08,temps,18:33,Scaled
w039,m091,2026-09-08,temps,15:42,RX
w039,m057,2026-09-08,temps,14:46,RX
w039,m009,2026-09-08,temps,12:28,Scaled
w039,m076,2026-09-08,temps,13:18,Scaled
w039,m036,2026-09-08,temps,16:10,RX
w039,m044,2026-09-08,temps,13:57,RX
w039,m059,2026-09-08,temps,15:08,RX
w039,m055,2026-09-08,temps,15:44,RX
w039,m119,2026-09-08,temps,16:28,RX
w039,m006,2026-09-08,temps,12:41,RX
w039,m126,2026-09-08,temps,16:55,RX
w039,m016,2026-09-08,temps,14:55,RX
w039,m130,2026-09-08,temps,15:25,RX
w039,m060,2026-09-08,temps,15:59,RX
w039,m142,2026-09-08,temps,18:31,Scaled
w039,m118,2026-09-08,temps,16:49,RX
w039,m018,2026-09-08,temps,14:15,RX
w039,m127,2026-09-08,temps,15:42,RX
w039,m109,2026-09-08,temps,16:48,RX
w039,m088,2026-09-08,temps,15:49,RX
w039,m086,2026-09-08,temps,13:27,RX
w039,m103,2026-09-08,temps,15:25,RX
w039,m046,2026-09-08,temps,15:30,RX
w039,m128,2026-09-08,temps,17:16,RX
