member_ref,mouvement,badge_key,palier,debloque
m054,wall_ball,mv_wallball_500,500,true
m054,wall_ball,mv_wallball_1000,1000,true
m054,wall_ball,mv_wallball_5000,5000,true
m054,clean_and_jerk,mv_cj_100,100,true
m054,clean_and_jerk,mv_cj_500,500,true
m054,deadlift,mv_deadlifts_100,100,true
m054,deadlift,mv_deadlifts_500,500,true
m055,toes_to_bar,mv_t2b_100,100,true
m055,toes_to_bar,mv_t2b_500,500,true
m055,toes_to_bar,mv_t2b_1000,1000,true
m055,hspu,mv_hspu_100,100,true
m055,hspu,mv_hspu_500,500,true
m055,clean_and_jerk,mv_cj_100,100,true
m055,clean_and_jerk,mv_cj_500,500,true
m055,clean_and_jerk,mv_cj_1000,1000,true
m055,clean_and_jerk,mv_cj_5000,5000,true
m055,double_under,mv_du_500,500,true
m055,double_under,mv_du_2000,2000,true
m055,chest_to_bar,mv_c2b_100,100,true
m055,chest_to_bar,mv_c2b_500,500,true
m055,chest_to_bar,mv_c2b_1000,1000,true
m055,deadlift,mv_deadlifts_100,100,true
m055,deadlift,mv_deadlifts_500,500,true
m055,snatch,mv_snatch_100,100,true
m055,snatch,mv_snatch_500,500,true
m055,snatch,mv_snatch_1000,1000,true
m055,snatch,mv_snatch_5000,5000,true
m056,toes_to_bar,mv_t2b_100,100,true
m056,toes_to_bar,mv_t2b_500,500,true
m056,squat,mv_squat_100,100,true
m056,squat,mv_squat_500,500,true
m056,squat,mv_squat_1000,1000,true
m056,squat,mv_squat_5000,5000,true
m056,pull_up,mv_pullup_100,100,true
m056,hspu,mv_hspu_100,100,true
m056,hspu,mv_hspu_500,500,true
m056,hspu,mv_hspu_1000,1000,true
m056,double_under,mv_du_500,500,true
m056,double_under,mv_du_2000,2000,true
m056,double_under,mv_du_5000,5000,true
m056,snatch,mv_snatch_100,100,true
m056,snatch,mv_snatch_500,500,true
m056,clean_and_jerk,mv_cj_100,100,true
m056,clean_and_jerk,mv_cj_500,500,true
m057,double_under,mv_du_500,500,true
m057,wall_ball,mv_wallball_100,100,true
m057,wall_ball,mv_wallball_500,500,true
m057,squat,mv_squat_100,100,true
m058,wall_ball,mv_wallball_100,100,true
m058,wall_ball,mv_wallball_500,500,true
m058,double_under,mv_du_500,500,true
m058,double_under,mv_du_2000,2000,true
m058,hspu,mv_hspu_100,100,true
m058,hspu,mv_hspu_500,500,true
m058,hspu,mv_hspu_1000,1000,true
m058,ring_muscle_up,mv_ring_mu_50,50,true
m058,ring_muscle_up,mv_ring_mu_200,200,true
m058,toes_to_bar,mv_t2b_100,100,true
m058,toes_to_bar,mv_t2b_500,500,true
m058,toes_to_bar,mv_t2b_1000,1000,true
m059,wall_ball,mv_wallball_100,100,true
m059,squat,mv_squat_100,100,true
m059,clean_and_jerk,mv_cj_100,100,true
m059,clean_and_jerk,mv_cj_500,500,true
m059,clean_and_jerk,mv_cj_1000,1000,true
m059,clean_and_jerk,mv_cj_5000,5000,true
m060,box_jump,mv_box_jump_100,100,true
m060,box_jump,mv_box_jump_500,500,true
m060,box_jump,mv_box_jump_1000,1000,true
m060,deadlift,mv_deadlifts_100,100,true
m060,deadlift,mv_deadlifts_500,500,true
m060,deadlift,mv_deadlifts_1000,1000,true
m060,squat,mv_squat_100,100,true
m060,squat,mv_squat_500,500,true
m060,squat,mv_squat_1000,1000,true
m060,snatch,mv_snatch_100,100,true
m060,snatch,mv_snatch_500,500,true
m060,chest_to_bar,mv_c2b_100,100,true
m061,clean_and_jerk,mv_cj_100,100,true
m061,clean_and_jerk,mv_cj_500,500,true
m061,clean_and_jerk,mv_cj_1000,1000,true
m061,pull_up,mv_pullup_100,100,true
m061,pull_up,mv_pullup_500,500,true
m061,pull_up,mv_pullup_1000,1000,true
m061,pull_up,mv_pullup_5000,5000,true
m061,chest_to_bar,mv_c2b_100,100,true
m061,chest_to_bar,mv_c2b_500,500,true
m061,chest_to_bar,mv_c2b_1000,1000,true
m062,squat,mv_squat_100,100,true
m062,wall_ball,mv_wallball_100,100,true
m062,wall_ball,mv_wallball_500,500,true
m062,wall_ball,mv_wallball_1000,1000,true
m062,wall_ball,mv_wallball_5000,5000,true
m063,ring_muscle_up,mv_ring_mu_50,50,true
m063,ring_muscle_up,mv_ring_mu_200,200,true
m063,ring_muscle_up,mv_ring_mu_500,500,true
m063,wall_ball,mv_wallball_100,100,true
m063,wall_ball,mv_wallball_500,500,true
m063,wall_ball,mv_wallball_1000,1000,true
m063,wall_ball,mv_wallball_5000,5000,true
m064,chest_to_bar,mv_c2b_100,100,true
m064,ring_muscle_up,mv_ring_mu_50,50,true
m064,ring_muscle_up,mv_ring_mu_200,200,true
m064,ring_muscle_up,mv_ring_mu_500,500,true
m064,box_jump,mv_box_jump_100,100,true
m064,double_under,mv_du_500,500,true
m064,double_under,mv_du_2000,2000,true
m064,double_under,mv_du_5000,5000,true
m064,double_under,mv_du_10000,10000,true
m064,pull_up,mv_pullup_100,100,true
m064,pull_up,mv_pullup_500,500,true
m064,pull_up,mv_pullup_1000,1000,true
m064,pull_up,mv_pullup_5000,5000,true
m064,toes_to_bar,mv_t2b_100,100,true
m064,toes_to_bar,mv_t2b_500,500,true
m064,toes_to_bar,mv_t2b_1000,1000,true
m065,snatch,mv_snatch_100,100,true
m065,snatch,mv_snatch_500,500,true
m065,snatch,mv_snatch_1000,1000,true
m065,snatch,mv_snatch_5000,5000,true
m065,chest_to_bar,mv_c2b_100,100,true
m065,chest_to_bar,mv_c2b_500,500,true
m065,chest_to_bar,mv_c2b_1000,1000,true
m066,box_jump,mv_box_jump_100,100,true
m066,box_jump,mv_box_jump_500,500,true
m066,box_jump,mv_box_jump_1000,1000,true
m066,toes_to_bar,mv_t2b_100,100,true
m066,pull_up,mv_pullup_100,100,true
m067,ring_muscle_up,mv_ring_mu_50,50,true
m067,ring_muscle_up,mv_ring_mu_200,200,true
m067,toes_to_bar,mv_t2b_100,100,true
m067,toes_to_bar,mv_t2b_500,500,true
m067,toes_to_bar,mv_t2b_1000,1000,true
m068,toes_to_bar,mv_t2b_100,100,true
m068,toes_to_bar,mv_t2b_500,500,true
m068,toes_to_bar,mv_t2b_1000,1000,true
m068,wall_ball,mv_wallball_100,100,true
m068,wall_ball,mv_wallball_500,500,true
m068,wall_ball,mv_wallball_1000,1000,true
m068,wall_ball,mv_wallball_5000,5000,true
m068,hspu,mv_hspu_100,100,true
m068,hspu,mv_hspu_500,500,true
m068,hspu,mv_hspu_1000,1000,true
m068,chest_to_bar,mv_c2b_100,100,true
m068,box_jump,mv_box_jump_100,100,true
m068,box_jump,mv_box_jump_500,500,true
m068,box_jump,mv_box_jump_1000,1000,true
m068,ring_muscle_up,mv_ring_mu_50,50,true
m068,snatch,mv_snatch_100,100,true
m068,snatch,mv_snatch_500,500,true
m068,snatch,mv_snatch_1000,1000,true
m068,snatch,mv_snatch_5000,5000,true
m069,clean_and_jerk,mv_cj_100,100,true
m069,clean_and_jerk,mv_cj_500,500,true
m069,wall_ball,mv_wallball_100,100,true
m069,wall_ball,mv_wallball_500,500,true
m069,wall_ball,mv_wallball_1000,1000,true
m069,toes_to_bar,mv_t2b_100,100,true
m069,toes_to_bar,mv_t2b_500,500,true
m069,toes_to_bar,mv_t2b_1000,1000,true
m069,snatch,mv_snatch_100,100,true
m069,snatch,mv_snatch_500,500,true
m069,snatch,mv_snatch_1000,1000,true
m069,snatch,mv_snatch_5000,5000,true
m070,chest_to_bar,mv_c2b_100,100,true
m070,chest_to_bar,mv_c2b_500,500,true
m070,box_jump,mv_box_jump_100,100,true
m070,box_jump,mv_box_jump_500,500,true
m070,box_jump,mv_box_jump_1000,1000,true
m070,squat,mv_squat_100,100,true
m070,squat,mv_squat_500,500,true
m070,squat,mv_squat_1000,1000,true
m070,squat,mv_squat_5000,5000,true
m070,hspu,mv_hspu_100,100,true
m070,hspu,mv_hspu_500,500,true
m070,hspu,mv_hspu_1000,1000,true
m070,ring_muscle_up,mv_ring_mu_50,50,true
m070,ring_muscle_up,mv_ring_mu_200,200,true
m070,ring_muscle_up,mv_ring_mu_500,500,true
m070,clean_and_jerk,mv_cj_100,100,true
m070,clean_and_jerk,mv_cj_500,500,true
m070,clean_and_jerk,mv_cj_1000,1000,true
m070,clean_and_jerk,mv_cj_5000,5000,true
m071,toes_to_bar,mv_t2b_100,100,true
m071,clean_and_jerk,mv_cj_100,100,true
m071,squat,mv_squat_100,100,true
m071,pull_up,mv_pullup_100,100,true
m072,snatch,mv_snatch_100,100,true
m072,snatch,mv_snatch_500,500,true
m072,snatch,mv_snatch_1000,1000,true
m072,snatch,mv_snatch_5000,5000,true
m072,clean_and_jerk,mv_cj_100,100,true
m072,pull_up,mv_pullup_100,100,true
m072,box_jump,mv_box_jump_100,100,true
m072,box_jump,mv_box_jump_500,500,true
m072,box_jump,mv_box_jump_1000,1000,true
m072,ring_muscle_up,mv_ring_mu_50,50,true
m072,ring_muscle_up,mv_ring_mu_200,200,true
m072,ring_muscle_up,mv_ring_mu_500,500,true
m072,deadlift,mv_deadlifts_100,100,true
m072,deadlift,mv_deadlifts_500,500,true
m072,deadlift,mv_deadlifts_1000,1000,true
m073,pull_up,mv_pullup_100,100,true
m073,pull_up,mv_pullup_500,500,true
m073,double_under,mv_du_500,500,true
m073,double_under,mv_du_2000,2000,true
m073,double_under,mv_du_5000,5000,true
m073,double_under,mv_du_10000,10000,true
m073,deadlift,mv_deadlifts_100,100,true
m073,deadlift,mv_deadlifts_500,500,true
m073,deadlift,mv_deadlifts_1000,1000,true
m073,deadlift,mv_deadlifts_5000,5000,true
m073,chest_to_bar,mv_c2b_100,100,true
m074,hspu,mv_hspu_100,100,true
m074,hspu,mv_hspu_500,500,true
m074,hspu,mv_hspu_1000,1000,true
m074,pull_up,mv_pullup_100,100,true
m074,pull_up,mv_pullup_500,500,true
m074,pull_up,mv_pullup_1000,1000,true
m074,pull_up,mv_pullup_5000,5000,true
m074,ring_muscle_up,mv_ring_mu_50,50,true
m074,squat,mv_squat_100,100,true
m074,squat,mv_squat_500,500,true
m074,squat,mv_squat_1000,1000,true
m074,squat,mv_squat_5000,5000,true
m074,double_under,mv_du_500,500,true
m074,double_under,mv_du_2000,2000,true
m074,deadlift,mv_deadlifts_100,100,true
m074,deadlift,mv_deadlifts_500,500,true
m074,deadlift,mv_deadlifts_1000,1000,true
m074,deadlift,mv_deadlifts_5000,5000,true
m075,deadlift,mv_deadlifts_100,100,true
m075,deadlift,mv_deadlifts_500,500,true
m075,deadlift,mv_deadlifts_1000,1000,true
m075,deadlift,mv_deadlifts_5000,5000,true
m075,wall_ball,mv_wallball_100,100,true
m075,wall_ball,mv_wallball_500,500,true
m075,wall_ball,mv_wallball_1000,1000,true
m075,wall_ball,mv_wallball_5000,5000,true
m075,pull_up,mv_pullup_100,100,true
m075,pull_up,mv_pullup_500,500,true
m076,toes_to_bar,mv_t2b_100,100,true
m076,toes_to_bar,mv_t2b_500,500,true
m076,toes_to_bar,mv_t2b_1000,1000,true
m076,snatch,mv_snatch_100,100,true
m076,snatch,mv_snatch_500,500,true
m076,snatch,mv_snatch_1000,1000,true
m077,snatch,mv_snatch_100,100,true
m077,snatch,mv_snatch_500,500,true
m077,pull_up,mv_pullup_100,100,true
m077,double_under,mv_du_500,500,true
m077,double_under,mv_du_2000,2000,true
m077,double_under,mv_du_5000,5000,true
m077,ring_muscle_up,mv_ring_mu_50,50,true
m077,ring_muscle_up,mv_ring_mu_200,200,true
m077,ring_muscle_up,mv_ring_mu_500,500,true
m077,hspu,mv_hspu_100,100,true
m077,hspu,mv_hspu_500,500,true
m077,hspu,mv_hspu_1000,1000,true
m077,chest_to_bar,mv_c2b_100,100,true
m077,chest_to_bar,mv_c2b_500,500,true
m077,chest_to_bar,mv_c2b_1000,1000,true
m077,squat,mv_squat_100,100,true
m077,squat,mv_squat_500,500,true
m077,squat,mv_squat_1000,1000,true
m077,squat,mv_squat_5000,5000,true
m078,chest_to_bar,mv_c2b_100,100,true
m078,chest_to_bar,mv_c2b_500,500,true
m078,chest_to_bar,mv_c2b_1000,1000,true
m078,pull_up,mv_pullup_100,100,true
m078,toes_to_bar,mv_t2b_100,100,true
m078,toes_to_bar,mv_t2b_500,500,true
m078,toes_to_bar,mv_t2b_1000,1000,true
m078,snatch,mv_snatch_100,100,true
m078,squat,mv_squat_100,100,true
m078,squat,mv_squat_500,500,true
m078,wall_ball,mv_wallball_100,100,true
m078,wall_ball,mv_wallball_500,500,true
m078,wall_ball,mv_wallball_1000,1000,true
m078,wall_ball,mv_wallball_5000,5000,true
m079,hspu,mv_hspu_100,100,true
m079,hspu,mv_hspu_500,500,true
m079,chest_to_bar,mv_c2b_100,100,true
m079,chest_to_bar,mv_c2b_500,500,true
m079,chest_to_bar,mv_c2b_1000,1000,true
m079,squat,mv_squat_100,100,true
m079,squat,mv_squat_500,500,true
m079,squat,mv_squat_1000,1000,true
m079,deadlift,mv_deadlifts_100,100,true
m079,deadlift,mv_deadlifts_500,500,true
m079,deadlift,mv_deadlifts_1000,1000,true
m079,ring_muscle_up,mv_ring_mu_50,50,true
m079,ring_muscle_up,mv_ring_mu_200,200,true
m079,wall_ball,mv_wallball_100,100,true
m080,double_under,mv_du_500,500,true
m080,double_under,mv_du_2000,2000,true
m080,double_under,mv_du_5000,5000,true
m080,double_under,mv_du_10000,10000,true
m080,deadlift,mv_deadlifts_100,100,true
m080,deadlift,mv_deadlifts_500,500,true
m080,deadlift,mv_deadlifts_1000,1000,true
m080,deadlift,mv_deadlifts_5000,5000,true
m080,squat,mv_squat_100,100,true
m080,ring_muscle_up,mv_ring_mu_50,50,true
m081,pull_up,mv_pullup_100,100,true
m081,pull_up,mv_pullup_500,500,true
m081,pull_up,mv_pullup_1000,1000,true
m081,pull_up,mv_pullup_5000,5000,true
m081,toes_to_bar,mv_t2b_100,100,true
m081,toes_to_bar,mv_t2b_500,500,true
m081,toes_to_bar,mv_t2b_1000,1000,true
m081,ring_muscle_up,mv_ring_mu_50,50,true
m082,chest_to_bar,mv_c2b_100,100,true
m082,pull_up,mv_pullup_100,100,true
m082,pull_up,mv_pullup_500,500,true
m082,pull_up,mv_pullup_1000,1000,true
m082,pull_up,mv_pullup_5000,5000,true
m082,clean_and_jerk,mv_cj_100,100,true
m082,clean_and_jerk,mv_cj_500,500,true
m082,clean_and_jerk,mv_cj_1000,1000,true
m082,clean_and_jerk,mv_cj_5000,5000,true
m082,double_under,mv_du_500,500,true
m082,double_under,mv_du_2000,2000,true
m083,squat,mv_squat_100,100,true
m083,squat,mv_squat_500,500,true
m083,squat,mv_squat_1000,1000,true
m083,squat,mv_squat_5000,5000,true
m083,ring_muscle_up,mv_ring_mu_50,50,true
m083,ring_muscle_up,mv_ring_mu_200,200,true
m083,ring_muscle_up,mv_ring_mu_500,500,true
m083,toes_to_bar,mv_t2b_100,100,true
m083,toes_to_bar,mv_t2b_500,500,true
m083,toes_to_bar,mv_t2b_1000,1000,true
m083,double_under,mv_du_500,500,true
m083,double_under,mv_du_2000,2000,true
m083,double_under,mv_du_5000,5000,true
m083,double_under,mv_du_10000,10000,true
m083,box_jump,mv_box_jump_100,100,true
m083,box_jump,mv_box_jump_500,500,true
m083,snatch,mv_snatch_100,100,true
m083,snatch,mv_snatch_500,500,true
m083,snatch,mv_snatch_1000,1000,true
m083,snatch,mv_snatch_5000,5000,true
m084,deadlift,mv_deadlifts_100,100,true
m084,deadlift,mv_deadlifts_500,500,true
m084,deadlift,mv_deadlifts_1000,1000,true
m084,deadlift,mv_deadlifts_5000,5000,true
m084,pull_up,mv_pullup_100,100,true
m084,pull_up,mv_pullup_500,500,true
m084,pull_up,mv_pullup_1000,1000,true
m084,pull_up,mv_pullup_5000,5000,true
m084,chest_to_bar,mv_c2b_100,100,true
m084,chest_to_bar,mv_c2b_500,500,true
m084,chest_to_bar,mv_c2b_1000,1000,true
m085,wall_ball,mv_wallball_100,100,true
m085,wall_ball,mv_wallball_500,500,true
m085,wall_ball,mv_wallball_1000,1000,true
m085,wall_ball,mv_wallball_5000,5000,true
m085,snatch,mv_snatch_100,100,true
m085,snatch,mv_snatch_500,500,true
m086,ring_muscle_up,mv_ring_mu_50,50,true
m086,ring_muscle_up,mv_ring_mu_200,200,true
m086,ring_muscle_up,mv_ring_mu_500,500,true
m086,pull_up,mv_pullup_100,100,true
m086,pull_up,mv_pullup_500,500,true
m086,box_jump,mv_box_jump_100,100,true
m086,box_jump,mv_box_jump_500,500,true
m086,box_jump,mv_box_jump_1000,1000,true
m086,toes_to_bar,mv_t2b_100,100,true
m086,toes_to_bar,mv_t2b_500,500,true
m086,toes_to_bar,mv_t2b_1000,1000,true
m086,wall_ball,mv_wallball_100,100,true
m086,wall_ball,mv_wallball_500,500,true
m086,wall_ball,mv_wallball_1000,1000,true
m086,wall_ball,mv_wallball_5000,5000,true
m086,double_under,mv_du_500,500,true
m086,double_under,mv_du_2000,2000,true
m086,double_under,mv_du_5000,5000,true
m087,hspu,mv_hspu_100,100,true
m087,hspu,mv_hspu_500,500,true
m087,hspu,mv_hspu_1000,1000,true
m087,chest_to_bar,mv_c2b_100,100,true
m087,chest_to_bar,mv_c2b_500,500,true
m087,chest_to_bar,mv_c2b_1000,1000,true
m087,snatch,mv_snatch_100,100,true
m087,deadlift,mv_deadlifts_100,100,true
m087,deadlift,mv_deadlifts_500,500,true
m087,deadlift,mv_deadlifts_1000,1000,true
m087,deadlift,mv_deadlifts_5000,5000,true
m087,toes_to_bar,mv_t2b_100,100,true
m087,toes_to_bar,mv_t2b_500,500,true
m087,toes_to_bar,mv_t2b_1000,1000,true
m087,double_under,mv_du_500,500,true
m087,double_under,mv_du_2000,2000,true
m087,double_under,mv_du_5000,5000,true
m087,ring_muscle_up,mv_ring_mu_50,50,true
m087,ring_muscle_up,mv_ring_mu_200,200,true
m087,ring_muscle_up,mv_ring_mu_500,500,true
m088,ring_muscle_up,mv_ring_mu_50,50,true
m088,ring_muscle_up,mv_ring_mu_200,200,true
m088,toes_to_bar,mv_t2b_100,100,true
m088,toes_to_bar,mv_t2b_500,500,true
m088,wall_ball,mv_wallball_100,100,true
m088,snatch,mv_snatch_100,100,true
m088,snatch,mv_snatch_500,500,true
m088,snatch,mv_snatch_1000,1000,true
m088,snatch,mv_snatch_5000,5000,true
m088,deadlift,mv_deadlifts_100,100,true
m088,deadlift,mv_deadlifts_500,500,true
m088,deadlift,mv_deadlifts_1000,1000,true
m088,double_under,mv_du_500,500,true
m088,double_under,mv_du_2000,2000,true
m088,double_under,mv_du_5000,5000,true
m088,double_under,mv_du_10000,10000,true
m089,clean_and_jerk,mv_cj_100,100,true
m089,clean_and_jerk,mv_cj_500,500,true
m089,clean_and_jerk,mv_cj_1000,1000,true
m089,clean_and_jerk,mv_cj_5000,5000,true
m089,snatch,mv_snatch_100,100,true
m089,pull_up,mv_pullup_100,100,true
m089,pull_up,mv_pullup_500,500,true
m089,pull_up,mv_pullup_1000,1000,true
m089,chest_to_bar,mv_c2b_100,100,true
m089,squat,mv_squat_100,100,true
m089,squat,mv_squat_500,500,true
m089,squat,mv_squat_1000,1000,true
m090,toes_to_bar,mv_t2b_100,100,true
m090,toes_to_bar,mv_t2b_500,500,true
m090,toes_to_bar,mv_t2b_1000,1000,true
m090,hspu,mv_hspu_100,100,true
m090,hspu,mv_hspu_500,500,true
m090,hspu,mv_hspu_1000,1000,true
m090,chest_to_bar,mv_c2b_100,100,true
m090,chest_to_bar,mv_c2b_500,500,true
m090,chest_to_bar,mv_c2b_1000,1000,true
m090,clean_and_jerk,mv_cj_100,100,true
m090,pull_up,mv_pullup_100,100,true
m090,pull_up,mv_pullup_500,500,true
m090,pull_up,mv_pullup_1000,1000,true
m090,snatch,mv_snatch_100,100,true
m090,snatch,mv_snatch_500,500,true
m090,snatch,mv_snatch_1000,1000,true
m090,snatch,mv_snatch_5000,5000,true
m090,double_under,mv_du_500,500,true
m090,double_under,mv_du_2000,2000,true
m090,double_under,mv_du_5000,5000,true
m091,wall_ball,mv_wallball_100,100,true
m091,wall_ball,mv_wallball_500,500,true
m091,wall_ball,mv_wallball_1000,1000,true
m091,wall_ball,mv_wallball_5000,5000,true
m091,pull_up,mv_pullup_100,100,true
m091,pull_up,mv_pullup_500,500,true
m091,pull_up,mv_pullup_1000,1000,true
m091,pull_up,mv_pullup_5000,5000,true
m091,toes_to_bar,mv_t2b_100,100,true
m091,toes_to_bar,mv_t2b_500,500,true
m092,wall_ball,mv_wallball_100,100,true
m092,wall_ball,mv_wallball_500,500,true
m092,wall_ball,mv_wallball_1000,1000,true
m092,wall_ball,mv_wallball_5000,5000,true
m092,ring_muscle_up,mv_ring_mu_50,50,true
m092,ring_muscle_up,mv_ring_mu_200,200,true
m092,ring_muscle_up,mv_ring_mu_500,500,true
m092,pull_up,mv_pullup_100,100,true
m092,pull_up,mv_pullup_500,500,true
m092,double_under,mv_du_500,500,true
m092,double_under,mv_du_2000,2000,true
m092,double_under,mv_du_5000,5000,true
m092,chest_to_bar,mv_c2b_100,100,true
m093,ring_muscle_up,mv_ring_mu_50,50,true
m093,ring_muscle_up,mv_ring_mu_200,200,true
m093,clean_and_jerk,mv_cj_100,100,true
m093,clean_and_jerk,mv_cj_500,500,true
m093,clean_and_jerk,mv_cj_1000,1000,true
m093,squat,mv_squat_100,100,true
m093,squat,mv_squat_500,500,true
m093,squat,mv_squat_1000,1000,true
m093,toes_to_bar,mv_t2b_100,100,true
m093,deadlift,mv_deadlifts_100,100,true
m093,deadlift,mv_deadlifts_500,500,true
m093,deadlift,mv_deadlifts_1000,1000,true
m093,box_jump,mv_box_jump_100,100,true
m093,box_jump,mv_box_jump_500,500,true
m093,box_jump,mv_box_jump_1000,1000,true
m094,double_under,mv_du_500,500,true
m094,double_under,mv_du_2000,2000,true
m094,double_under,mv_du_5000,5000,true
m094,ring_muscle_up,mv_ring_mu_50,50,true
m094,ring_muscle_up,mv_ring_mu_200,200,true
m094,ring_muscle_up,mv_ring_mu_500,500,true
m094,box_jump,mv_box_jump_100,100,true
m094,box_jump,mv_box_jump_500,500,true
m094,box_jump,mv_box_jump_1000,1000,true
m094,pull_up,mv_pullup_100,100,true
m094,pull_up,mv_pullup_500,500,true
m094,clean_and_jerk,mv_cj_100,100,true
m094,clean_and_jerk,mv_cj_500,500,true
m094,clean_and_jerk,mv_cj_1000,1000,true
m094,clean_and_jerk,mv_cj_5000,5000,true
m094,squat,mv_squat_100,100,true
m095,pull_up,mv_pullup_100,100,true
m095,pull_up,mv_pullup_500,500,true
m095,pull_up,mv_pullup_1000,1000,true
m095,pull_up,mv_pullup_5000,5000,true
m095,ring_muscle_up,mv_ring_mu_50,50,true
m095,ring_muscle_up,mv_ring_mu_200,200,true
m095,ring_muscle_up,mv_ring_mu_500,500,true
m095,squat,mv_squat_100,100,true
m095,squat,mv_squat_500,500,true
m095,squat,mv_squat_1000,1000,true
m095,squat,mv_squat_5000,5000,true
m095,hspu,mv_hspu_100,100,true
m095,hspu,mv_hspu_500,500,true
m095,hspu,mv_hspu_1000,1000,true
m096,pull_up,mv_pullup_100,100,true
m096,pull_up,mv_pullup_500,500,true
m096,double_under,mv_du_500,500,true
m096,double_under,mv_du_2000,2000,true
m096,clean_and_jerk,mv_cj_100,100,true
m096,clean_and_jerk,mv_cj_500,500,true
m096,clean_and_jerk,mv_cj_1000,1000,true
m096,deadlift,mv_deadlifts_100,100,true
m096,deadlift,mv_deadlifts_500,500,true
m096,deadlift,mv_deadlifts_1000,1000,true
m096,wall_ball,mv_wallball_100,100,true
m096,wall_ball,mv_wallball_500,500,true
m096,ring_muscle_up,mv_ring_mu_50,50,true
m096,ring_muscle_up,mv_ring_mu_200,200,true
m096,ring_muscle_up,mv_ring_mu_500,500,true
m097,snatch,mv_snatch_100,100,true
m097,snatch,mv_snatch_500,500,true
m097,snatch,mv_snatch_1000,1000,true
m097,ring_muscle_up,mv_ring_mu_50,50,true
m097,ring_muscle_up,mv_ring_mu_200,200,true
m097,ring_muscle_up,mv_ring_mu_500,500,true
m097,squat,mv_squat_100,100,true
m097,squat,mv_squat_500,500,true
m097,squat,mv_squat_1000,1000,true
m097,squat,mv_squat_5000,5000,true
m097,pull_up,mv_pullup_100,100,true
m098,pull_up,mv_pullup_100,100,true
m098,pull_up,mv_pullup_500,500,true
m098,pull_up,mv_pullup_1000,1000,true
m098,pull_up,mv_pullup_5000,5000,true
m098,double_under,mv_du_500,500,true
m098,double_under,mv_du_2000,2000,true
m098,double_under,mv_du_5000,5000,true
m098,ring_muscle_up,mv_ring_mu_50,50,true
m098,clean_and_jerk,mv_cj_100,100,true
m099,wall_ball,mv_wallball_100,100,true
m099,wall_ball,mv_wallball_500,500,true
m099,wall_ball,mv_wallball_1000,1000,true
m099,wall_ball,mv_wallball_5000,5000,true
m099,hspu,mv_hspu_100,100,true
m099,hspu,mv_hspu_500,500,true
m099,hspu,mv_hspu_1000,1000,true
m100,chest_to_bar,mv_c2b_100,100,true
m100,wall_ball,mv_wallball_100,100,true
m100,wall_ball,mv_wallball_500,500,true
m100,wall_ball,mv_wallball_1000,1000,true
m100,ring_muscle_up,mv_ring_mu_50,50,true
m100,ring_muscle_up,mv_ring_mu_200,200,true
m100,ring_muscle_up,mv_ring_mu_500,500,true
m100,box_jump,mv_box_jump_100,100,true
m100,box_jump,mv_box_jump_500,500,true
m100,deadlift,mv_deadlifts_100,100,true
m100,deadlift,mv_deadlifts_500,500,true
m100,deadlift,mv_deadlifts_1000,1000,true
m100,squat,mv_squat_100,100,true
m100,squat,mv_squat_500,500,true
m100,squat,mv_squat_1000,1000,true
m100,pull_up,mv_pullup_100,100,true
m100,pull_up,mv_pullup_500,500,true
m101,double_under,mv_du_500,500,true
m101,double_under,mv_du_2000,2000,true
m101,double_under,mv_du_5000,5000,true
m101,double_under,mv_du_10000,10000,true
m101,toes_to_bar,mv_t2b_100,100,true
m101,toes_to_bar,mv_t2b_500,500,true
m102,chest_to_bar,mv_c2b_100,100,true
m102,chest_to_bar,mv_c2b_500,500,true
m102,chest_to_bar,mv_c2b_1000,1000,true
m102,squat,mv_squat_100,100,true
m102,squat,mv_squat_500,500,true
m102,squat,mv_squat_1000,1000,true
m102,squat,mv_squat_5000,5000,true
m102,clean_and_jerk,mv_cj_100,100,true
m102,clean_and_jerk,mv_cj_500,500,true
m102,clean_and_jerk,mv_cj_1000,1000,true
m102,clean_and_jerk,mv_cj_5000,5000,true
m102,pull_up,mv_pullup_100,100,true
m102,pull_up,mv_pullup_500,500,true
m102,pull_up,mv_pullup_1000,1000,true
m102,deadlift,mv_deadlifts_100,100,true
m102,double_under,mv_du_500,500,true
m102,hspu,mv_hspu_100,100,true
m102,hspu,mv_hspu_500,500,true
m102,hspu,mv_hspu_1000,1000,true
m103,snatch,mv_snatch_100,100,true
m103,snatch,mv_snatch_500,500,true
m103,deadlift,mv_deadlifts_100,100,true
m103,deadlift,mv_deadlifts_500,500,true
m103,deadlift,mv_deadlifts_1000,1000,true
m104,snatch,mv_snatch_100,100,true
m104,snatch,mv_snatch_500,500,true
m104,snatch,mv_snatch_1000,1000,true
m104,snatch,mv_snatch_5000,5000,true
m104,chest_to_bar,mv_c2b_100,100,true
m104,wall_ball,mv_wallball_100,100,true
m104,wall_ball,mv_wallball_500,500,true
m104,wall_ball,mv_wallball_1000,1000,true
m104,wall_ball,mv_wallball_5000,5000,true
m105,wall_ball,mv_wallball_100,100,true
m105,hspu,mv_hspu_100,100,true
m105,hspu,mv_hspu_500,500,true
m105,hspu,mv_hspu_1000,1000,true
m105,toes_to_bar,mv_t2b_100,100,true
m105,toes_to_bar,mv_t2b_500,500,true
m105,toes_to_bar,mv_t2b_1000,1000,true
m105,chest_to_bar,mv_c2b_100,100,true
