member_ref,jour,delta,elo_apres,source_type,source_ref
m149,2026-08-17,-6,911,match_loss,t001-wb005
m054,2026-08-17,15,1108,match_win,t001-wb006
m122,2026-08-17,-15,1059,match_loss,t001-wb006
m041,2026-08-17,16,1195,match_win,t001-wb007
m052,2026-08-17,-16,1159,match_loss,t001-wb007
m006,2026-08-17,12,1134,match_win,t001-wb008
m138,2026-08-17,-12,1029,match_loss,t001-wb008
m136,2026-08-17,22,1027,match_win,t001-wb009
m072,2026-08-17,-22,1111,match_loss,t001-wb009
m046,2026-08-17,20,1113,match_win,t001-wb010
m035,2026-08-17,-20,1168,match_loss,t001-wb010
m066,2026-08-17,8,1178,match_win,t001-wb011
m140,2026-08-17,-8,979,match_loss,t001-wb011
m062,2026-08-17,10,1102,match_win,t001-wb012
m145,2026-08-17,-10,946,match_loss,t001-wb012
m036,2026-08-17,11,1212,match_win,t001-wb013
m061,2026-08-17,-11,1073,match_loss,t001-wb013
m121,2026-08-17,19,1057,match_win,t001-wb014
m094,2026-08-17,-19,1086,match_loss,t001-wb014
m037,2026-08-17,12,1158,match_win,t001-wb015
m078,2026-08-17,-12,1037,match_loss,t001-wb015
m109,2026-08-17,11,1103,match_win,t001-wb016
m139,2026-08-17,-11,976,match_loss,t001-wb016
m061,2026-08-17,12,1085,match_win,t001-lb001
m147,2026-08-17,-12,972,match_loss,t001-lb001
m008,2026-08-17,4,1274,match_win,t001-lb002
m145,2026-08-17,-4,942,match_loss,t001-lb002
m072,2026-08-17,10,1121,match_win,t001-lb003
m139,2026-08-17,-10,966,match_loss,t001-lb003
m078,2026-08-17,18,1055,match_win,t001-lb004
m094,2026-08-17,-18,1068,match_loss,t001-lb004
m122,2026-08-17,20,1079,match_win,t001-lb005
m077,2026-08-17,-20,1117,match_loss,t001-lb005
m035,2026-08-17,10,1178,match_win,t001-lb006
m138,2026-08-17,-10,1019,match_loss,t001-lb006
m013,2026-08-17,10,1115,match_win,t001-lb007
m140,2026-08-17,-10,969,match_loss,t001-lb007
m149,2026-08-17,26,937,match_win,t001-lb008
m052,2026-08-17,-26,1133,match_loss,t001-lb008
m001,2026-08-17,8,1356,wod_score,w019
m015,2026-08-17,10,1236,wod_score,w019
m004,2026-08-17,12,1251,wod_score,w019
m011,2026-08-17,12,1180,wod_score,w019
m030,2026-08-17,5,1181,wod_score,w019
m026,2026-08-17,5,1203,wod_score,w019
m047,2026-08-17,7,1166,wod_score,w019
m038,2026-08-17,6,1132,wod_score,w019
m022,2026-08-17,4,1215,wod_score,w019
m016,2026-08-17,6,1205,wod_score,w019
m070,2026-08-17,3,1109,wod_score,w019
m087,2026-08-17,0,1089,wod_score,w019
m017,2026-08-17,0,1211,wod_score,w019
m019,2026-08-17,3,1211,wod_score,w019
m058,2026-08-17,2,1177,wod_score,w019
m032,2026-08-17,2,1144,wod_score,w019
m031,2026-08-17,1,1187,wod_score,w019
m035,2026-08-17,2,1180,wod_score,w019
m049,2026-08-17,2,1196,wod_score,w019
m018,2026-08-17,1,1190,wod_score,w019
m065,2026-08-17,-2,1156,wod_score,w019
m116,2026-08-17,-2,1042,wod_score,w019
m045,2026-08-17,-2,1165,wod_score,w019
m074,2026-08-17,-3,1121,wod_score,w019
m055,2026-08-17,-3,1142,wod_score,w019
m098,2026-08-17,-2,1087,wod_score,w019
m080,2026-08-17,-1,1095,wod_score,w019
m064,2026-08-17,-2,1121,wod_score,w019
m040,2026-08-17,0,1159,wod_score,w019
m073,2026-08-17,-3,1126,wod_score,w019
m069,2026-08-17,-5,1132,wod_score,w019
m079,2026-08-17,-6,1114,wod_score,w019
m124,2026-08-17,-4,1012,wod_score,w019
m115,2026-08-17,-6,1048,wod_score,w019
m042,2026-08-17,-5,1154,wod_score,w019
m067,2026-08-17,-5,1105,wod_score,w019
m128,2026-08-17,-10,1056,wod_score,w019
m110,2026-08-17,-8,1109,wod_score,w019
m013,2026-08-17,-9,1106,wod_score,w019
m109,2026-08-17,-11,1092,wod_score,w019
m127,2026-08-17,-9,1026,wod_score,w019
m019,2026-08-18,10,1221,match_win,t001-wb017
m099,2026-08-18,-10,1069,match_loss,t001-wb017
m022,2026-08-18,15,1230,match_win,t001-wb018
m018,2026-08-18,-15,1175,match_loss,t001-wb018
m054,2026-08-18,20,1128,match_win,t001-wb019
m049,2026-08-18,-20,1176,match_loss,t001-wb019
m006,2026-08-18,19,1153,match_win,t001-wb020
m041,2026-08-18,-19,1176,match_loss,t001-wb020
m046,2026-08-18,12,1125,match_win,t001-wb021
m136,2026-08-18,-12,1015,match_loss,t001-wb021
m062,2026-08-18,19,1121,match_win,t001-wb022
m066,2026-08-18,-19,1159,match_loss,t001-wb022
m036,2026-08-18,9,1221,match_win,t001-wb023
m121,2026-08-18,-9,1048,match_loss,t001-wb023
m037,2026-08-18,13,1171,match_win,t001-wb024
m109,2026-08-18,-13,1079,match_loss,t001-wb024
m061,2026-08-18,16,1101,match_win,t001-lb009
m122,2026-08-18,-16,1063,match_loss,t001-lb009
m066,2026-08-18,21,1180,match_win,t001-lb010
m008,2026-08-18,-21,1253,match_loss,t001-lb010
m078,2026-08-18,14,1069,match_win,t001-lb011
m136,2026-08-18,-14,1001,match_loss,t001-lb011
m013,2026-08-18,15,1121,match_win,t001-lb012
m109,2026-08-18,-15,1064,match_loss,t001-lb012
m018,2026-08-18,11,1186,match_win,t001-lb013
m099,2026-08-18,-11,1058,match_loss,t001-lb013
m149,2026-08-18,21,958,match_win,t001-lb014
m121,2026-08-18,-21,1027,match_loss,t001-lb014
m049,2026-08-18,16,1192,match_win,t001-lb015
m041,2026-08-18,-16,1160,match_loss,t001-lb015
m072,2026-08-18,19,1140,match_win,t001-lb016
m035,2026-08-18,-19,1161,match_loss,t001-lb016
m001,2026-08-18,10,1366,wod_score,w020
m011,2026-08-18,9,1189,wod_score,w020
m002,2026-08-18,7,1332,wod_score,w020
m029,2026-08-18,6,1190,wod_score,w020
m055,2026-08-18,5,1147,wod_score,w020
m023,2026-08-18,7,1180,wod_score,w020
m056,2026-08-18,2,1150,wod_score,w020
m053,2026-08-18,0,1154,wod_score,w020
m039,2026-08-18,2,1174,wod_score,w020
m049,2026-08-18,1,1193,wod_score,w020
m068,2026-08-18,1,1142,wod_score,w020
m041,2026-08-18,1,1161,wod_score,w020
m013,2026-08-18,-2,1119,wod_score,w020
m050,2026-08-18,0,1104,wod_score,w020
m137,2026-08-18,-1,1037,wod_score,w020
m107,2026-08-18,0,1052,wod_score,w020
m073,2026-08-18,-2,1124,wod_score,w020
m120,2026-08-18,-3,1022,wod_score,w020
m067,2026-08-18,-4,1101,wod_score,w020
m122,2026-08-18,-4,1059,wod_score,w020
m112,2026-08-18,-4,1049,wod_score,w020
m098,2026-08-18,-6,1081,wod_score,w020
m123,2026-08-18,-9,1035,wod_score,w020
m061,2026-08-18,-8,1093,wod_score,w020
m085,2026-08-18,-11,1108,wod_score,w020
m019,2026-08-19,16,1237,match_win,t001-wb025
m022,2026-08-19,-16,1214,match_loss,t001-wb025
m006,2026-08-19,15,1168,match_win,t001-wb026
m054,2026-08-19,-15,1113,match_loss,t001-wb026
m062,2026-08-19,16,1137,match_win,t001-wb027
m046,2026-08-19,-16,1109,match_loss,t001-wb027
m037,2026-08-19,18,1189,match_win,t001-wb028
m036,2026-08-19,-18,1203,match_loss,t001-wb028
m061,2026-08-19,10,1103,match_win,t001-lb017
m149,2026-08-19,-10,948,match_loss,t001-lb017
m054,2026-08-19,20,1133,match_win,t001-lb018
m049,2026-08-19,-20,1173,match_loss,t001-lb018
m078,2026-08-19,22,1091,match_win,t001-lb019
m036,2026-08-19,-22,1181,match_loss,t001-lb019
m066,2026-08-19,18,1198,match_win,t001-lb020
m022,2026-08-19,-18,1196,match_loss,t001-lb020
m018,2026-08-19,14,1200,match_win,t001-lb021
m072,2026-08-19,-14,1126,match_loss,t001-lb021
m013,2026-08-19,16,1135,match_win,t001-lb022
m046,2026-08-19,-16,1093,match_loss,t001-lb022
m004,2026-08-19,12,1263,wod_score,w021
m018,2026-08-19,9,1209,wod_score,w021
m011,2026-08-19,12,1201,wod_score,w021
m019,2026-08-19,12,1249,wod_score,w021
m002,2026-08-19,7,1339,wod_score,w021
m003,2026-08-19,4,1293,wod_score,w021
m054,2026-08-19,7,1140,wod_score,w021
m006,2026-08-19,5,1173,wod_score,w021
m033,2026-08-19,5,1177,wod_score,w021
m063,2026-08-19,6,1115,wod_score,w021
m067,2026-08-19,7,1108,wod_score,w021
m026,2026-08-19,2,1205,wod_score,w021
m036,2026-08-19,0,1181,wod_score,w021
m025,2026-08-19,2,1198,wod_score,w021
m037,2026-08-19,2,1191,wod_score,w021
m035,2026-08-19,1,1162,wod_score,w021
m051,2026-08-19,2,1141,wod_score,w021
m078,2026-08-19,0,1091,wod_score,w021
m112,2026-08-19,3,1052,wod_score,w021
m069,2026-08-19,0,1132,wod_score,w021
m079,2026-08-19,2,1116,wod_score,w021
m094,2026-08-19,1,1069,wod_score,w021
m066,2026-08-19,-3,1195,wod_score,w021
m125,2026-08-19,0,1030,wod_score,w021
m072,2026-08-19,-1,1125,wod_score,w021
m089,2026-08-19,0,1082,wod_score,w021
m062,2026-08-19,-2,1135,wod_score,w021
m099,2026-08-19,-2,1056,wod_score,w021
m076,2026-08-19,-3,1152,wod_score,w021
m124,2026-08-19,0,1012,wod_score,w021
m106,2026-08-19,-1,1071,wod_score,w021
m127,2026-08-19,-1,1025,wod_score,w021
m098,2026-08-19,-2,1079,wod_score,w021
m130,2026-08-19,-5,1029,wod_score,w021
m121,2026-08-19,-5,1022,wod_score,w021
m110,2026-08-19,-5,1104,wod_score,w021
m105,2026-08-19,-6,1049,wod_score,w021
m135,2026-08-19,-7,974,wod_score,w021
m119,2026-08-19,-7,1053,wod_score,w021
m108,2026-08-19,-9,1076,wod_score,w021
m141,2026-08-19,-8,941,wod_score,w021
m144,2026-08-19,-9,954,wod_score,w021
m147,2026-08-19,-9,963,wod_score,w021
m143,2026-08-19,-11,936,wod_score,w021
m006,2026-08-20,19,1192,match_win,t001-wb029
m019,2026-08-20,-19,1230,match_loss,t001-wb029
m062,2026-08-20,19,1154,match_win,t001-wb030
m037,2026-08-20,-19,1172,match_loss,t001-wb030
m013,2026-08-20,20,1155,match_win,t001-lb023
m019,2026-08-20,-20,1210,match_loss,t001-lb023
m054,2026-08-20,14,1154,match_win,t001-lb024
m061,2026-08-20,-14,1089,match_loss,t001-lb024
m078,2026-08-20,21,1112,match_win,t001-lb025
m066,2026-08-20,-21,1174,match_loss,t001-lb025
m018,2026-08-20,14,1223,match_win,t001-lb026
m037,2026-08-20,-14,1158,match_loss,t001-lb026
m028,2026-08-20,12,1198,wod_score,w022
m022,2026-08-20,9,1205,wod_score,w022
m050,2026-08-20,10,1114,wod_score,w022
m044,2026-08-20,7,1150,wod_score,w022
m035,2026-08-20,7,1169,wod_score,w022
m019,2026-08-20,7,1217,wod_score,w022
m013,2026-08-20,4,1159,wod_score,w022
m016,2026-08-20,4,1209,wod_score,w022
m023,2026-08-20,0,1180,wod_score,w022
m039,2026-08-20,3,1177,wod_score,w022
m058,2026-08-20,2,1179,wod_score,w022
m105,2026-08-20,2,1051,wod_score,w022
m053,2026-08-20,1,1155,wod_score,w022
m099,2026-08-20,1,1057,wod_score,w022
m006,2026-08-20,1,1193,wod_score,w022
m047,2026-08-20,1,1167,wod_score,w022
m032,2026-08-20,0,1144,wod_score,w022
m112,2026-08-20,-3,1049,wod_score,w022
m103,2026-08-20,-2,1068,wod_score,w022
m065,2026-08-20,0,1156,wod_score,w022
m021,2026-08-20,0,1174,wod_score,w022
m109,2026-08-20,-3,1061,wod_score,w022
m125,2026-08-20,-2,1028,wod_score,w022
m101,2026-08-20,-1,1106,wod_score,w022
m141,2026-08-20,-6,935,wod_score,w022
m144,2026-08-20,-4,950,wod_score,w022
m069,2026-08-20,-7,1125,wod_score,w022
m110,2026-08-20,-7,1097,wod_score,w022
m142,2026-08-20,-8,1044,wod_score,w022
m113,2026-08-20,-12,1046,wod_score,w022
m138,2026-08-20,-9,1010,wod_score,w022
m147,2026-08-20,-9,954,wod_score,w022
m006,2026-08-21,14,1207,match_win,t001-wb031
m062,2026-08-21,-14,1140,match_loss,t001-wb031
m078,2026-08-21,21,1133,match_win,t001-lb027
m018,2026-08-21,-21,1202,match_loss,t001-lb027
m062,2026-08-21,17,1157,match_win,t001-lb028
m054,2026-08-21,-17,1137,match_loss,t001-lb028
m002,2026-08-21,10,1349,wod_score,w023
m037,2026-08-21,12,1170,wod_score,w023
m003,2026-08-21,4,1297,wod_score,w023
m049,2026-08-21,6,1179,wod_score,w023
m052,2026-08-21,7,1140,wod_score,w023
m105,2026-08-21,5,1056,wod_score,w023
m024,2026-08-21,5,1197,wod_score,w023
m109,2026-08-21,0,1061,wod_score,w023
m022,2026-08-21,3,1208,wod_score,w023
m059,2026-08-21,1,1132,wod_score,w023
m119,2026-08-21,2,1055,wod_score,w023
m029,2026-08-21,1,1191,wod_score,w023
m021,2026-08-21,1,1175,wod_score,w023
m064,2026-08-21,3,1124,wod_score,w023
m017,2026-08-21,-2,1209,wod_score,w023
m073,2026-08-21,-1,1123,wod_score,w023
m086,2026-08-21,-1,1091,wod_score,w023
m112,2026-08-21,0,1049,wod_score,w023
m057,2026-08-21,-3,1133,wod_score,w023
m046,2026-08-21,0,1093,wod_score,w023
m081,2026-08-21,0,1125,wod_score,w023
m076,2026-08-21,-4,1148,wod_score,w023
m123,2026-08-21,-5,1030,wod_score,w023
m137,2026-08-21,-6,1031,wod_score,w023
m110,2026-08-21,-4,1093,wod_score,w023
m142,2026-08-21,-10,1034,wod_score,w023
m103,2026-08-21,-12,1056,wod_score,w023
m146,2026-08-21,-12,944,wod_score,w023
m075,2026-08-24,17,1148,match_win,t004-wb001
m065,2026-08-24,-17,1139,match_loss,t004-wb001
m038,2026-08-24,14,1146,match_win,t004-wb002
m110,2026-08-24,-14,1079,match_loss,t004-wb002
m101,2026-08-24,17,1123,match_win,t004-wb003
m081,2026-08-24,-17,1108,match_loss,t004-wb003
m041,2026-08-24,13,1174,match_win,t004-wb004
m061,2026-08-24,-13,1076,match_loss,t004-wb004
m038,2026-08-24,16,1162,match_win,t004-wb005
m075,2026-08-24,-16,1132,match_loss,t004-wb005
m041,2026-08-24,14,1188,match_win,t004-wb006
m101,2026-08-24,-14,1109,match_loss,t004-wb006
m038,2026-08-24,17,1179,match_win,t004-wb007
m041,2026-08-24,-17,1171,match_loss,t004-wb007
m081,2026-08-24,17,1125,match_win,t004-lb001
m065,2026-08-24,-17,1122,match_loss,t004-lb001
m061,2026-08-24,16,1092,match_win,t004-lb002
m110,2026-08-24,-16,1063,match_loss,t004-lb002
m061,2026-08-24,18,1110,match_win,t004-lb003
m075,2026-08-24,-18,1114,match_loss,t004-lb003
m101,2026-08-24,17,1126,match_win,t004-lb004
m081,2026-08-24,-17,1108,match_loss,t004-lb004
m061,2026-08-24,17,1127,match_win,t004-lb005
m101,2026-08-24,-17,1109,match_loss,t004-lb005
m001,2026-08-24,11,1377,wod_score,w025
m003,2026-08-24,12,1309,wod_score,w025
m021,2026-08-24,11,1186,wod_score,w025
m004,2026-08-24,7,1270,wod_score,w025
m020,2026-08-24,6,1210,wod_score,w025
m024,2026-08-24,6,1203,wod_score,w025
m044,2026-08-24,5,1155,wod_score,w025
m049,2026-08-24,5,1184,wod_score,w025
m077,2026-08-24,5,1122,wod_score,w025
m025,2026-08-24,3,1201,wod_score,w025
m058,2026-08-24,0,1179,wod_score,w025
m070,2026-08-24,2,1111,wod_score,w025
m038,2026-08-24,3,1182,wod_score,w025
m034,2026-08-24,2,1130,wod_score,w025
m041,2026-08-24,2,1173,wod_score,w025
m050,2026-08-24,3,1117,wod_score,w025
m053,2026-08-24,1,1156,wod_score,w025
m064,2026-08-24,2,1126,wod_score,w025
m040,2026-08-24,1,1160,wod_score,w025
m057,2026-08-24,0,1133,wod_score,w025
m107,2026-08-24,-2,1050,wod_score,w025
m108,2026-08-24,-3,1073,wod_score,w025
m093,2026-08-24,-1,1070,wod_score,w025
m081,2026-08-24,-3,1105,wod_score,w025
m105,2026-08-24,-3,1053,wod_score,w025
m059,2026-08-24,0,1132,wod_score,w025
m130,2026-08-24,-1,1028,wod_score,w025
m083,2026-08-24,-1,1101,wod_score,w025
m090,2026-08-24,-7,1085,wod_score,w025
m122,2026-08-24,-7,1052,wod_score,w025
m101,2026-08-24,-6,1103,wod_score,w025
m110,2026-08-24,-5,1058,wod_score,w025
m096,2026-08-24,-5,1078,wod_score,w025
m115,2026-08-24,-4,1044,wod_score,w025
m133,2026-08-24,-12,962,wod_score,w025
m013,2026-08-24,-10,1149,wod_score,w025
m142,2026-08-24,-10,1024,wod_score,w025
m148,2026-08-24,-12,927,wod_score,w025
m010,2026-08-25,12,1256,wod_score,w026
m027,2026-08-25,8,1178,wod_score,w026
m017,2026-08-25,9,1218,wod_score,w026
m009,2026-08-25,12,1239,wod_score,w026
m067,2026-08-25,11,1119,wod_score,w026
m080,2026-08-25,4,1099,wod_score,w026
m034,2026-08-25,7,1137,wod_score,w026
m065,2026-08-25,7,1129,wod_score,w026
m060,2026-08-25,4,1145,wod_score,w026
m030,2026-08-25,5,1186,wod_score,w026
m104,2026-08-25,6,1069,wod_score,w026
m064,2026-08-25,7,1133,wod_score,w026
m033,2026-08-25,1,1178,wod_score,w026
m056,2026-08-25,2,1152,wod_score,w026
m029,2026-08-25,3,1194,wod_score,w026
m047,2026-08-25,0,1167,wod_score,w026
m020,2026-08-25,3,1213,wod_score,w026
m135,2026-08-25,0,974,wod_score,w026
m095,2026-08-25,0,1088,wod_score,w026
m026,2026-08-25,2,1207,wod_score,w026
m106,2026-08-25,3,1074,wod_score,w026
m115,2026-08-25,0,1044,wod_score,w026
m059,2026-08-25,2,1134,wod_score,w026
m054,2026-08-25,3,1140,wod_score,w026
m140,2026-08-25,3,972,wod_score,w026
m062,2026-08-25,0,1157,wod_score,w026
m076,2026-08-25,-2,1146,wod_score,w026
m052,2026-08-25,0,1140,wod_score,w026
m096,2026-08-25,-1,1077,wod_score,w026
m045,2026-08-25,-3,1162,wod_score,w026
m089,2026-08-25,-3,1079,wod_score,w026
m138,2026-08-25,-1,1009,wod_score,w026
m139,2026-08-25,-2,964,wod_score,w026
m093,2026-08-25,-3,1067,wod_score,w026
m066,2026-08-25,0,1174,wod_score,w026
m088,2026-08-25,0,1096,wod_score,w026
m121,2026-08-25,-1,1021,wod_score,w026
m053,2026-08-25,-4,1152,wod_score,w026
m098,2026-08-25,-7,1072,wod_score,w026
m146,2026-08-25,-6,938,wod_score,w026
m084,2026-08-25,-6,1120,wod_score,w026
m101,2026-08-25,-4,1099,wod_score,w026
m092,2026-08-25,-4,1070,wod_score,w026
m118,2026-08-25,-7,1039,wod_score,w026
m145,2026-08-25,-5,937,wod_score,w026
m137,2026-08-25,-12,1019,wod_score,w026
m100,2026-08-25,-9,1073,wod_score,w026
m122,2026-08-25,-12,1040,wod_score,w026
m130,2026-08-25,-8,1020,wod_score,w026
m129,2026-08-25,-11,1022,wod_score,w026
m002,2026-08-26,12,1361,wod_score,w027
m005,2026-08-26,11,1249,wod_score,w027
m006,2026-08-26,12,1219,wod_score,w027
m007,2026-08-26,7,1270,wod_score,w027
m012,2026-08-26,7,1286,wod_score,w027
m021,2026-08-26,7,1193,wod_score,w027
m010,2026-08-26,6,1262,wod_score,w027
m015,2026-08-26,4,1240,wod_score,w027
m040,2026-08-26,6,1166,wod_score,w027
m014,2026-08-26,2,1224,wod_score,w027
m076,2026-08-26,0,1146,wod_score,w027
m027,2026-08-26,0,1178,wod_score,w027
m067,2026-08-26,3,1122,wod_score,w027
m090,2026-08-26,3,1088,wod_score,w027
m033,2026-08-26,0,1178,wod_score,w027
m053,2026-08-26,2,1154,wod_score,w027
m043,2026-08-26,3,1171,wod_score,w027
m089,2026-08-26,2,1081,wod_score,w027
m116,2026-08-26,0,1042,wod_score,w027
m077,2026-08-26,-3,1119,wod_score,w027
m085,2026-08-26,-3,1105,wod_score,w027
m028,2026-08-26,-2,1196,wod_score,w027
m123,2026-08-26,0,1030,wod_score,w027
m071,2026-08-26,-3,1061,wod_score,w027
m081,2026-08-26,-1,1104,wod_score,w027
m118,2026-08-26,-2,1037,wod_score,w027
m108,2026-08-26,-3,1070,wod_score,w027
m060,2026-08-26,-1,1144,wod_score,w027
m112,2026-08-26,-1,1048,wod_score,w027
m117,2026-08-26,-7,1029,wod_score,w027
m130,2026-08-26,-7,1013,wod_score,w027
m122,2026-08-26,-7,1033,wod_score,w027
m111,2026-08-26,-7,1044,wod_score,w027
m056,2026-08-26,-4,1148,wod_score,w027
m101,2026-08-26,-7,1092,wod_score,w027
m144,2026-08-26,-11,939,wod_score,w027
m133,2026-08-26,-11,951,wod_score,w027
m128,2026-08-26,-9,1047,wod_score,w027
m136,2026-08-26,-9,992,wod_score,w027
m017,2026-08-27,11,1229,wod_score,w028
m009,2026-08-27,10,1249,wod_score,w028
m004,2026-08-27,4,1274,wod_score,w028
m011,2026-08-27,7,1208,wod_score,w028
m044,2026-08-27,4,1159,wod_score,w028
m042,2026-08-27,2,1156,wod_score,w028
m027,2026-08-27,1,1179,wod_score,w028
m121,2026-08-27,1,1022,wod_score,w028
m089,2026-08-27,3,1084,wod_score,w028
m103,2026-08-27,3,1059,wod_score,w028
m050,2026-08-27,2,1119,wod_score,w028
m114,2026-08-27,-1,1035,wod_score,w028
m060,2026-08-27,-1,1143,wod_score,w028
m138,2026-08-27,0,1009,wod_score,w028
m113,2026-08-27,-1,1045,wod_score,w028
m124,2026-08-27,-1,1011,wod_score,w028
m100,2026-08-27,-5,1068,wod_score,w028
m108,2026-08-27,-7,1063,wod_score,w028
m109,2026-08-27,-6,1055,wod_score,w028
m137,2026-08-27,-11,1008,wod_score,w028
m142,2026-08-27,-12,1012,wod_score,w028
m148,2026-08-27,-12,915,wod_score,w028
m030,2026-08-28,12,1198,wod_score,w029
m003,2026-08-28,8,1317,wod_score,w029
m120,2026-08-28,12,1034,wod_score,w029
m052,2026-08-28,5,1145,wod_score,w029
m008,2026-08-28,5,1258,wod_score,w029
m046,2026-08-28,4,1097,wod_score,w029
m099,2026-08-28,4,1061,wod_score,w029
m019,2026-08-28,5,1222,wod_score,w029
m040,2026-08-28,6,1172,wod_score,w029
m096,2026-08-28,3,1080,wod_score,w029
m023,2026-08-28,2,1182,wod_score,w029
m017,2026-08-28,2,1231,wod_score,w029
m026,2026-08-28,0,1207,wod_score,w029
m033,2026-08-28,0,1178,wod_score,w029
m107,2026-08-28,0,1050,wod_score,w029
m139,2026-08-28,0,964,wod_score,w029
m021,2026-08-28,3,1196,wod_score,w029
m031,2026-08-28,2,1189,wod_score,w029
m103,2026-08-28,1,1060,wod_score,w029
m112,2026-08-28,-1,1047,wod_score,w029
m104,2026-08-28,-1,1068,wod_score,w029
m110,2026-08-28,-2,1056,wod_score,w029
m109,2026-08-28,-2,1053,wod_score,w029
m118,2026-08-28,-2,1035,wod_score,w029
m119,2026-08-28,-2,1053,wod_score,w029
m149,2026-08-28,0,948,wod_score,w029
m126,2026-08-28,-2,1013,wod_score,w029
m105,2026-08-28,-2,1051,wod_score,w029
m045,2026-08-28,-4,1158,wod_score,w029
m132,2026-08-28,-4,990,wod_score,w029
m133,2026-08-28,-5,946,wod_score,w029
m082,2026-08-28,-5,1127,wod_score,w029
m097,2026-08-28,-7,1075,wod_score,w029
m137,2026-08-28,-7,1001,wod_score,w029
m140,2026-08-28,-8,964,wod_score,w029
m150,2026-08-28,-9,944,wod_score,w029
m130,2026-08-28,-11,1002,wod_score,w029
m129,2026-08-28,-9,1013,wod_score,w029
m140,2026-08-31,23,987,match_win,t005-wb001
m079,2026-08-31,-23,1093,match_loss,t005-wb001
m013,2026-08-31,17,1166,match_win,t005-wb002
m066,2026-08-31,-17,1157,match_loss,t005-wb002
m032,2026-08-31,8,1152,match_win,t005-wb003
m147,2026-08-31,-8,946,match_loss,t005-wb003
m017,2026-08-31,15,1246,match_win,t005-wb004
m026,2026-08-31,-15,1192,match_loss,t005-wb004
m013,2026-08-31,8,1174,match_win,t005-wb005
m140,2026-08-31,-8,979,match_loss,t005-wb005
m032,2026-08-31,20,1172,match_win,t005-wb006
m017,2026-08-31,-20,1226,match_loss,t005-wb006
m013,2026-08-31,16,1190,match_win,t005-wb007
m032,2026-08-31,-16,1156,match_loss,t005-wb007
m079,2026-08-31,19,1112,match_win,t005-lb001
m066,2026-08-31,-19,1138,match_loss,t005-lb001
m026,2026-08-31,6,1198,match_win,t005-lb002
m147,2026-08-31,-6,940,match_loss,t005-lb002
m017,2026-08-31,11,1237,match_win,t005-lb003
m079,2026-08-31,-11,1101,match_loss,t005-lb003
m026,2026-08-31,7,1205,match_win,t005-lb004
m140,2026-08-31,-7,972,match_loss,t005-lb004
m032,2026-08-31,18,1174,match_win,t005-lb005
m026,2026-08-31,-18,1187,match_loss,t005-lb005
m004,2026-08-31,9,1283,wod_score,w031
m030,2026-08-31,8,1206,wod_score,w031
m008,2026-08-31,11,1269,wod_score,w031
m021,2026-08-31,9,1205,wod_score,w031
m027,2026-08-31,7,1186,wod_score,w031
m002,2026-08-31,5,1366,wod_score,w031
m005,2026-08-31,4,1253,wod_score,w031
m011,2026-08-31,5,1213,wod_score,w031
m046,2026-08-31,7,1104,wod_score,w031
m022,2026-08-31,7,1215,wod_score,w031
m028,2026-08-31,6,1202,wod_score,w031
m018,2026-08-31,2,1204,wod_score,w031
m009,2026-08-31,0,1249,wod_score,w031
m040,2026-08-31,3,1175,wod_score,w031
m036,2026-08-31,3,1184,wod_score,w031
m023,2026-08-31,3,1185,wod_score,w031
m020,2026-08-31,3,1216,wod_score,w031
m013,2026-08-31,3,1193,wod_score,w031
m082,2026-08-31,1,1128,wod_score,w031
m031,2026-08-31,3,1192,wod_score,w031
m081,2026-08-31,2,1106,wod_score,w031
m048,2026-08-31,1,1115,wod_score,w031
m038,2026-08-31,0,1182,wod_score,w031
m077,2026-08-31,-2,1117,wod_score,w031
m119,2026-08-31,-3,1050,wod_score,w031
m114,2026-08-31,-3,1032,wod_score,w031
m112,2026-08-31,-2,1045,wod_score,w031
m072,2026-08-31,-2,1123,wod_score,w031
m109,2026-08-31,-2,1051,wod_score,w031
m067,2026-08-31,-2,1120,wod_score,w031
m074,2026-08-31,0,1121,wod_score,w031
m090,2026-08-31,-2,1086,wod_score,w031
m068,2026-08-31,-1,1141,wod_score,w031
m066,2026-08-31,-6,1132,wod_score,w031
m120,2026-08-31,-4,1030,wod_score,w031
m121,2026-08-31,-4,1018,wod_score,w031
m130,2026-08-31,-4,998,wod_score,w031
m143,2026-08-31,-7,929,wod_score,w031
m131,2026-08-31,-6,1038,wod_score,w031
m136,2026-08-31,-5,987,wod_score,w031
m137,2026-08-31,-10,991,wod_score,w031
m127,2026-08-31,-12,1013,wod_score,w031
m142,2026-08-31,-12,1000,wod_score,w031
m147,2026-08-31,-11,929,wod_score,w031
m146,2026-08-31,-11,927,wod_score,w031
m001,2026-09-01,12,1389,wod_score,w032
m020,2026-09-01,10,1226,wod_score,w032
m014,2026-09-01,12,1236,wod_score,w032
m004,2026-09-01,12,1295,wod_score,w032
m026,2026-09-01,8,1195,wod_score,w032
m017,2026-09-01,4,1241,wod_score,w032
m010,2026-09-01,7,1269,wod_score,w032
m035,2026-09-01,5,1174,wod_score,w032
m002,2026-09-01,5,1371,wod_score,w032
m008,2026-09-01,5,1274,wod_score,w032
m042,2026-09-01,7,1163,wod_score,w032
m048,2026-09-01,4,1119,wod_score,w032
m012,2026-09-01,3,1289,wod_score,w032
m034,2026-09-01,3,1140,wod_score,w032
m023,2026-09-01,2,1187,wod_score,w032
